13,31,5,9,24,7,20,9,20.0,32,2.038753032684326
14,31,4,10,23,7,21,10,19.0,32,2.0158612728118896
12,31,6,8,23,7,19,8,22.0,32,2.578059196472168
14,31,4,9,25,6,21,9,20.5,33,2.0308279991149902
12,31,6,8,23,7,20,10,22.5,32,2.5056331157684326
12,31,6,8,23,7,21,9,21.5,32,2.599030017852783
13,30,4,9,23,7,20,10,19.0,31,1.6940491199493408
14,30,5,10,25,8,19,9,20.0,32,1.8382000923156738
13,30,4,9,23,7,20,10,19.0,31,1.6706039905548096
14,30,6,8,23,7,21,9,19.0,32,1.731767177581787
13,31,4,10,25,7,20,10,20.0,31,1.6515729427337646
14,30,4,9,24,6,19,8,20.0,33,1.7249391078948975
14,31,4,10,24,6,19,8,20.0,33,1.736339807510376
12,31,6,9,25,8,20,8,22.5,32,2.1890478134155273
12,31,6,8,25,6,21,8,22.5,32,2.2705419063568115
13,31,4,8,24,6,20,8,5.0,6,60.0
12,31,5,10,23,7,20,10,21.0,29,3.2283341884613037
12,31,6,9,23,6,19,10,23.0,33,2.583022117614746
12,31,5,10,25,6,19,10,23.0,32,2.225493907928467
12,31,4,10,23,7,19,10,21.0,30,2.122512102127075
12,31,6,8,24,6,19,8,23.0,33,2.6000819206237793
-----
7,11,2,4,17,27,7,17,16.0,16,1.203857183456421
7,12,2,3,16,28,6,17,18.5,20,1.4610631465911865
6,12,2,3,18,28,6,17,18.0,18,1.4121417999267578
7,10,1,5,18,26,7,16,16.0,16,1.2339110374450684
6,12,3,4,16,28,6,16,18.5,20,1.457777738571167
6,12,3,5,17,28,8,17,16.0,18,1.2444629669189453
6,12,2,5,17,26,6,16,16.0,17,1.2390310764312744
7,12,2,3,17,26,8,17,16.0,16,1.0414159297943115
6,12,3,5,18,26,8,18,15.0,15,0.9991052150726318
8,10,3,4,17,28,8,18,15.0,15,1.0548601150512695
8,10,3,5,18,26,8,16,15.0,16,1.0991528034210205
8,10,2,3,16,28,8,16,17.5,17,1.2098288536071777
7,10,2,5,18,27,8,17,15.0,15,1.0777552127838135
7,12,1,3,17,26,7,18,16.5,16,1.024280071258545
8,10,3,5,18,28,8,17,15.5,17,1.1356441974639893
8,10,1,4,18,27,6,17,17.5,16,1.2608757019042969
6,11,2,3,16,26,6,16,17.0,17,1.3131840229034424
6,12,3,5,17,26,6,16,16.5,18,1.25882887840271
6,12,1,4,18,27,7,16,17.5,16,1.2518761157989502
6,11,2,3,17,26,8,17,16.0,16,0.9956259727478027
7,12,2,3,17,28,6,17,18.0,19,1.2524478435516357
-----
5,9,19,9,27,16,23,7,16.5,15,1.2037389278411865
4,9,19,8,27,15,24,6,17.0,13,1.5367538928985596
6,9,19,10,27,17,24,7,15.5,14,1.474423885345459
6,8,19,8,28,15,22,6,17.0,12,1.2417700290679932
6,9,20,10,27,17,22,7,16.0,16,1.1207249164581299
6,9,18,10,27,15,24,7,13.0,12,0.933081865310669
4,9,19,10,26,16,24,6,16.0,15,1.4558930397033691
4,8,19,10,28,15,22,7,16.5,14,1.1169850826263428
5,10,20,9,26,17,22,8,16.5,14,1.1014189720153809
4,9,18,9,28,15,24,7,15.0,12,0.9823758602142334
4,10,18,10,28,15,23,6,16.0,14,1.0254809856414795
4,9,19,10,26,17,23,6,17.0,15,1.1328620910644531
6,8,19,10,28,15,22,8,15.0,14,0.9802429676055908
4,8,18,10,27,15,22,8,15.0,14,0.9874088764190674
6,9,18,10,26,17,24,7,14.5,14,1.2488136291503906
4,9,18,9,27,15,24,7,14.5,12,0.997826099395752
6,8,18,9,26,16,22,6,15.5,15,0.9799749851226807
4,8,20,9,28,17,22,6,19.0,18,1.2076060771942139
4,10,19,10,27,17,22,7,17.0,16,1.086963176727295
5,10,18,10,27,17,22,8,15.5,15,0.9799699783325195
4,9,20,8,28,15,22,7,18.5,13,1.4044532775878906
-----
12,15,11,25,29,21,24,4,19.5,21,5.32188606262207
12,14,10,24,30,21,23,5,19.5,24,1.505566120147705
11,15,12,26,28,22,23,4,20.5,25,1.735914945602417
11,14,10,24,28,22,25,5,18.5,22,1.436723232269287
13,14,10,26,28,21,24,5,25.5,22,60.0
12,16,10,26,28,21,23,5,21.5,22,16.717657804489136
12,16,12,24,28,20,23,4,17.5,22,1.4746220111846924
13,14,12,26,28,22,24,3,22.0,24,2.197429895401001
11,16,12,26,28,21,23,5,18.0,22,1.3724212646484375
13,16,12,25,29,20,24,5,17.0,20,1.8490800857543945
12,14,10,24,29,22,25,5,18.5,21,1.342123031616211
11,16,10,24,28,21,24,5,16.5,20,1.8683388233184814
11,16,10,26,28,22,23,4,23.0,22,60.0
12,14,10,24,28,22,24,5,19.5,17,1.5069618225097656
11,14,10,26,28,22,24,5,25.5,23,60.0
11,14,10,24,28,22,25,5,16.5,3,1.0073621273040771
11,16,12,26,28,22,24,3,20.0,24,1.977959156036377
11,15,12,25,30,22,25,5,18.5,21,1.283613920211792
12,14,12,24,28,21,24,3,19.0,21,1.8908159732818604
11,16,12,26,30,21,24,5,18.5,22,1.8645811080932617
12,16,12,26,28,22,24,3,20.5,24,2.012287139892578
-----
7,25,13,25,7,3,18,18,20.0,20,1.759751319885254
7,24,13,24,8,3,17,18,18.0,18,1.61126708984375
6,26,14,24,8,3,17,18,20.0,21,1.7225759029388428
6,24,13,26,8,3,17,17,22.0,23,2.4075779914855957
6,25,12,25,6,4,17,17,19.0,21,1.8217260837554932
7,24,13,26,8,3,19,19,20.5,21,1.8915860652923584
6,25,13,26,7,2,19,19,24.5,26,2.663501024246216
6,25,14,25,8,3,17,18,20.0,21,1.7244820594787598
7,24,12,24,8,3,19,19,20.0,21,2.2225959300994873
6,26,14,24,6,4,17,17,19.0,22,1.6794400215148926
8,24,14,26,6,4,17,17,18.0,20,1.4484381675720215
8,24,14,24,6,4,19,19,19.0,23,1.7560949325561523
8,24,14,26,8,4,17,18,18.5,17,1.668119192123413
6,24,13,24,6,4,19,19,19.5,24,2.167109966278076
6,24,12,25,7,2,17,18,20.5,20,2.294478178024292
6,25,12,26,6,4,17,18,22.0,21,2.3458170890808105
6,25,14,26,8,3,17,17,22.0,25,2.2667460441589355
8,24,14,24,8,3,17,17,17.5,19,1.558763027191162
6,24,12,24,7,2,18,17,20.0,21,2.2111752033233643
6,25,12,26,6,4,17,18,22.0,21,2.294497013092041
6,24,12,26,8,4,18,17,21.5,23,2.263295888900757
-----
24,31,4,9,24,4,2,2,37.0,29,2.9465129375457764
23,31,5,10,23,4,1,2,37.5,29,3.2627828121185303
24,31,5,10,23,5,3,1,35.0,30,2.743256092071533
23,30,4,10,24,3,2,3,35.5,29,2.9975521564483643
25,31,3,8,24,3,1,1,37.0,29,2.579730987548828
23,31,4,8,24,3,1,2,37.0,28,2.7182071208953857
24,31,4,10,23,5,3,1,34.5,30,2.35315203666687
24,31,4,8,24,3,2,1,35.5,29,2.4467289447784424
23,31,5,9,23,4,1,2,38.0,29,3.0153939723968506
23,31,4,10,23,5,1,2,36.5,29,2.794661045074463
25,31,5,10,24,5,3,1,36.0,31,2.6174240112304688
23,30,5,9,25,5,1,2,38.0,28,2.943331003189087
25,31,5,9,23,4,2,3,37.0,31,3.1503801345825195
23,30,4,8,25,5,1,1,36.5,29,2.4316799640655518
23,31,4,10,23,5,1,2,36.5,29,2.7771270275115967
23,30,4,10,23,5,1,1,34.5,30,2.2672488689422607
25,31,4,8,23,5,1,2,38.5,32,3.02761173248291
23,30,3,10,24,3,1,1,34.5,28,2.3705837726593018
24,31,5,9,24,5,3,1,36.0,30,2.511017084121704
23,31,5,9,23,4,3,1,35.5,29,2.515545129776001
24,31,5,9,25,5,1,1,37.5,31,2.5646510124206543
-----
7,22,30,27,10,5,20,3,24.0,29,2.399178981781006
6,22,29,27,9,4,19,2,25.0,30,3.196988105773926
8,23,31,27,11,5,19,3,21.5,26,2.192570209503174
8,21,31,28,11,6,20,2,23.5,25,2.3367249965667725
6,22,31,27,9,5,20,4,25.0,28,2.510627269744873
6,22,29,26,9,4,20,2,24.0,28,2.7977941036224365
6,22,31,26,9,5,21,3,25.5,30,2.148059129714966
7,21,29,27,11,6,20,4,22.5,27,2.127065896987915
8,21,31,28,11,5,20,2,23.0,25,2.2323389053344727
6,22,30,28,11,6,19,2,24.0,27,2.12161922454834
8,23,30,28,10,6,20,4,21.5,23,1.8443219661712646
6,22,29,28,9,4,20,4,24.0,28,2.0269081592559814
8,23,29,26,11,6,20,4,19.5,24,1.6494591236114502
8,23,31,27,10,4,20,2,23.5,25,2.5118727684020996
7,21,29,27,9,4,21,3,24.5,29,2.2845680713653564
7,21,31,26,11,6,21,3,23.0,28,1.993652105331421
7,21,31,26,9,4,19,2,24.5,27,4.408531904220581
8,23,31,27,10,6,21,3,24.5,27,2.3460512161254883
6,22,30,28,9,6,19,3,25.5,29,2.1295089721679688
8,21,29,28,9,5,20,2,25.0,26,4.377614259719849
7,21,30,28,11,5,20,4,22.0,25,1.947159767150879
-----
14,13,7,11,23,28,31,1,26.0,30,2.9981799125671387
13,12,8,10,22,29,30,1,24.5,33,2.681854248046875
13,14,7,12,22,28,31,2,25.5,31,3.8426930904388428
13,14,7,10,22,28,31,0,25.5,31,3.001718044281006
13,14,6,12,22,29,31,2,26.5,32,3.0548651218414307
15,13,7,12,23,27,31,2,26.0,31,3.635495185852051
15,14,6,12,22,28,31,0,28.0,32,3.1284310817718506
14,14,7,12,22,28,31,2,26.0,31,3.691685676574707
15,13,8,10,24,27,31,1,24.5,29,2.8153719902038574
15,13,7,10,22,28,30,1,27.0,32,2.5821421146392822
13,12,7,10,22,29,31,2,24.0,32,3.059972047805786
15,13,6,11,22,28,31,2,27.0,32,3.075495958328247
14,14,7,12,24,27,31,1,25.0,29,3.6514899730682373
13,14,7,12,24,28,31,0,25.5,29,3.772552967071533
13,12,7,12,22,29,30,1,27.0,33,3.6881439685821533
15,14,7,12,22,29,31,0,28.0,32,4.076908111572266
13,12,6,11,24,28,31,2,23.5,29,2.9172871112823486
14,14,6,12,22,28,31,0,27.5,31,3.307101011276245
14,14,7,10,23,27,31,0,25.0,29,3.1214568614959717
14,14,8,10,24,28,31,2,23.5,29,3.0233919620513916
14,14,8,10,22,29,31,0,26.0,32,3.2135980129241943
-----
20,4,20,9,17,15,28,0,16.5,13,1.6759250164031982
20,5,19,9,17,16,28,1,16.5,15,1.5227830410003662
19,5,20,10,18,16,29,0,17.5,13,1.6725969314575195
