xs1,ys1,xg1,yg1,xs2,ys2,xg2,yg2,distance,replanning count,time
22,6,16,0,6,26,26,27,22.5,30,4.441329002380371
16,0,22,6,26,27,6,26,22.5,30,4.441329002380371
16,11,25,11,2,9,2,8,6.0,11,1.4179399013519287
25,11,16,11,2,8,2,9,6.0,11,1.4179399013519287
22,12,2,22,20,5,21,15,23.5,33,4.15739107131958
2,22,22,12,21,15,20,5,23.5,33,4.15739107131958
1,29,11,15,5,5,15,23,30.0,26,4.926451921463013
11,15,1,29,15,23,5,5,30.0,26,4.926451921463013
23,24,12,21,17,31,23,16,19.5,18,2.6648619174957275
12,21,23,24,23,16,17,31,19.5,18,2.6648619174957275
22,5,8,28,1,22,2,28,28.0,27,6.951703786849976
8,28,22,5,2,28,1,22,28.0,27,6.951703786849976
14,8,19,12,21,12,2,27,22.5,28,4.686079025268555
19,12,14,8,2,27,21,12,22.5,28,4.686079025268555
28,29,6,20,1,31,18,11,37.0,34,5.837455987930298
6,20,28,29,18,11,1,31,37.0,34,5.837455987930298
7,22,22,22,21,9,29,28,29.0,22,4.725066900253296
22,22,7,22,29,28,21,9,29.0,22,4.725066900253296
25,21,30,9,5,13,1,10,13.0,14,2.1647489070892334
30,9,25,21,1,10,5,13,13.0,14,2.1647489070892334
1,4,21,20,4,29,17,16,31.0,31,4.760453939437866
21,20,1,4,17,16,4,29,31.0,31,4.760453939437866
1,15,31,23,27,29,24,24,24.0,29,8.549327850341797
31,23,1,15,24,24,27,29,24.0,29,8.549327850341797
21,20,26,18,1,11,25,12,19.0,25,4.026700973510742
26,18,21,20,25,12,1,11,19.0,25,4.026700973510742
11,6,5,7,26,11,30,14,7.0,7,0.853309154510498
5,7,11,6,30,14,26,11,7.0,7,0.853309154510498
7,31,29,0,10,14,22,8,37.5,33,8.132977962493896
29,0,7,31,22,8,10,14,37.5,33,8.132977962493896
3,10,9,8,26,28,18,12,17.0,24,3.099004030227661
9,8,3,10,18,12,26,28,17.0,24,3.099004030227661
10,12,10,23,29,2,11,16,22.5,19,3.9493520259857178
10,23,10,12,11,16,29,2,22.5,19,3.9493520259857178
10,31,29,14,19,18,13,21,24.5,26,4.6278111934661865
29,14,10,31,13,21,19,18,24.5,26,4.6278111934661865
1,24,16,0,2,28,31,28,42.0,39,5.692237138748169
16,0,1,24,31,28,2,28,42.0,39,5.692237138748169
3,18,10,9,31,7,8,16,24.0,27,3.9342689514160156
10,9,3,18,8,16,31,7,24.0,27,3.9342689514160156
9,6,23,2,0,7,0,29,28.0,26,6.3276190757751465
23,2,9,6,0,29,0,7,28.0,26,6.3276190757751465
7,7,5,5,1,25,29,21,24.0,36,5.256292819976807
5,5,7,7,29,21,1,25,24.0,36,5.256292819976807
18,7,1,5,26,10,28,8,12.5,18,2.482983112335205
1,5,18,7,28,8,26,10,12.5,18,2.482983112335205
27,9,23,13,27,17,13,2,19.5,24,3.859225034713745
23,13,27,9,13,2,27,17,19.5,24,3.859225034713745
30,27,4,30,15,14,5,1,28.0,29,4.2387001514434814
4,30,30,27,5,1,15,14,28.0,29,4.2387001514434814
22,7,22,21,16,28,5,4,27.5,34,4.83677077293396
22,21,22,7,5,4,16,28,27.5,34,4.83677077293396
5,10,3,28,22,0,4,20,34.0,25,6.684643745422363
3,28,5,10,4,20,22,0,34.0,25,6.684643745422363
9,10,24,23,22,28,18,21,21.5,19,4.024918079376221
24,23,9,10,18,21,22,28,21.5,19,4.024918079376221
14,30,9,0,29,7,24,19,30.0,34,5.411046266555786
9,0,14,30,24,19,29,7,30.0,34,5.411046266555786
28,13,20,14,0,1,2,21,20.5,28,6.091683626174927
20,14,28,13,2,21,0,1,20.5,28,6.091683626174927
16,31,9,12,13,17,28,26,27.0,26,4.382666110992432
9,12,16,31,28,26,13,17,27.0,26,4.382666110992432
9,3,27,11,16,12,29,8,21.5,14,3.322227954864502
27,11,9,3,29,8,16,12,21.5,14,3.322227954864502
1,22,31,11,7,24,20,6,39.0,35,6.418745994567871
31,11,1,22,20,6,7,24,39.0,35,6.418745994567871
17,14,6,22,21,1,6,24,30.5,21,38.45573878288269
6,22,17,14,6,24,21,1,30.5,21,38.45573878288269
8,24,5,21,21,10,7,19,14.5,16,2.748824119567871
5,21,8,24,7,19,21,10,14.5,16,2.748824119567871
18,11,28,31,10,9,25,29,35.5,25,4.849808931350708
28,31,18,11,25,29,10,9,35.5,25,4.849808931350708
20,15,26,7,16,5,26,31,26.0,28,4.673602104187012
26,7,20,15,26,31,16,5,26.0,28,4.673602104187012
10,20,18,31,25,10,0,26,30.0,22,5.213922023773193
18,31,10,20,0,26,25,10,30.0,22,5.213922023773193
10,5,12,31,0,12,18,7,33.5,34,4.696386098861694
12,31,10,5,18,7,0,12,33.5,34,4.696386098861694
18,20,16,25,17,16,18,10,7.0,7,0.9378433227539062
16,25,18,20,18,10,17,16,7.0,7,0.9378433227539062
13,25,22,5,2,11,22,23,31.5,31,4.186590909957886
22,5,13,25,22,23,2,11,31.5,31,4.186590909957886
13,30,25,28,18,4,14,23,21.5,24,3.5125949382781982
25,28,13,30,14,23,18,4,21.5,24,3.5125949382781982
6,27,29,0,25,26,14,25,33.0,43,7.676346063613892
29,0,6,27,14,25,25,26,33.0,43,7.676346063613892
1,22,9,9,16,23,20,5,21.5,22,2.7725791931152344
9,9,1,22,20,5,16,23,21.5,22,2.7725791931152344
4,13,22,10,7,24,0,17,25.5,22,14.688159942626953
22,10,4,13,0,17,7,24,25.5,22,14.688159942626953
16,17,27,20,19,23,16,23,10.5,17,2.0977859497070312
27,20,16,17,16,23,19,23,10.5,17,2.0977859497070312
7,2,12,20,19,16,2,10,25.0,19,3.3264360427856445
12,20,7,2,2,10,19,16,25.0,19,3.3264360427856445
0,2,12,7,23,18,1,31,27.0,26,4.242156982421875
12,7,0,2,1,31,23,18,27.0,26,4.242156982421875
30,7,20,29,26,25,6,27,33.0,28,4.713201999664307
20,29,30,7,6,27,26,25,33.0,28,4.713201999664307
24,23,7,6,11,27,0,21,29.5,29,4.238034963607788
7,6,24,23,0,21,11,27,29.5,29,4.238034963607788
3,16,30,4,26,0,31,16,33.0,23,5.227200031280518
30,4,3,16,31,16,26,0,33.0,23,5.227200031280518
30,0,15,18,9,9,4,10,20.5,30,3.9180030822753906
15,18,30,0,4,10,9,9,20.5,30,3.9180030822753906
13,30,31,6,2,26,31,2,48.5,40,7.106510162353516
31,6,13,30,31,2,2,26,48.5,40,7.106510162353516
3,26,25,1,16,7,2,3,34.5,25,5.722143888473511
25,1,3,26,2,3,16,7,34.5,25,5.722143888473511
4,9,24,28,15,26,5,15,30.0,33,4.951188802719116
24,28,4,9,5,15,15,26,30.0,33,4.951188802719116
13,4,29,25,8,6,30,27,49.0,39,6.521162986755371
29,25,13,4,30,27,8,6,49.0,39,6.521162986755371
18,9,18,10,5,1,7,30,21.0,34,4.761887073516846
18,10,18,9,7,30,5,1,21.0,34,4.761887073516846
13,25,1,21,27,2,4,13,29.0,31,4.706047058105469
1,21,13,25,4,13,27,2,29.0,31,4.706047058105469
20,27,17,26,30,14,24,12,7.0,10,1.1444730758666992
17,26,20,27,24,12,30,14,7.0,10,1.1444730758666992
3,9,28,15,30,25,5,21,34.0,33,4.555445909500122
28,15,3,9,5,21,30,25,34.0,33,4.555445909500122
5,1,4,15,25,0,29,27,30.0,36,5.276869297027588
4,15,5,1,29,27,25,0,30.0,36,5.276869297027588
3,10,30,3,0,29,2,27,21.0,28,4.396653652191162
30,3,3,10,2,27,0,29,21.0,28,4.396653652191162
20,3,28,1,22,12,29,18,12.5,12,1.5653018951416016
28,1,20,3,29,18,22,12,12.5,12,1.5653018951416016
1,16,19,29,10,15,31,2,33.5,32,4.523427724838257
19,29,1,16,31,2,10,15,33.5,32,4.523427724838257
13,24,30,25,23,5,28,24,26.0,16,3.752473831176758
30,25,13,24,28,24,23,5,26.0,16,3.752473831176758
8,3,4,17,2,29,29,27,29.5,36,4.906914710998535
4,17,8,3,29,27,2,29,29.5,36,4.906914710998535
6,26,1,6,27,13,21,20,26.0,30,5.0758421421051025
1,6,6,26,21,20,27,13,26.0,30,5.0758421421051025
5,21,22,19,21,25,18,28,13.5,18,2.5456650257110596
22,19,5,21,18,28,21,25,13.5,18,2.5456650257110596
13,31,6,4,10,18,0,4,32.0,21,5.108104944229126
6,4,13,31,0,4,10,18,32.0,21,5.108104944229126
31,23,11,6,12,13,22,12,29.0,27,8.879064083099365
11,6,31,23,22,12,12,13,29.0,27,8.879064083099365
6,16,7,1,6,17,20,24,20.5,21,2.698237180709839
7,1,6,16,20,24,6,17,20.5,21,2.698237180709839
22,30,15,13,20,29,26,24,20.5,27,6.3528220653533936
15,13,22,30,26,24,20,29,20.5,27,6.3528220653533936
30,22,31,29,12,3,19,12,18.0,17,2.285155773162842
31,29,30,22,19,12,12,3,18.0,17,2.285155773162842
0,14,5,0,17,26,24,23,14.5,15,2.2652459144592285
5,0,0,14,24,23,17,26,14.5,15,2.2652459144592285
2,8,13,3,16,4,19,1,11.0,8,1.8118209838867188
13,3,2,8,19,1,16,4,11.0,8,1.8118209838867188
11,2,22,5,25,0,13,26,26.0,34,4.541727066040039
22,5,11,2,13,26,25,0,26.0,34,4.541727066040039
20,12,5,19,10,10,4,14,16.0,19,2.625566005706787
5,19,20,12,4,14,10,10,16.0,19,2.625566005706787
4,0,23,22,20,5,15,30,39.5,39,12.65439486503601
23,22,4,0,15,30,20,5,39.5,39,12.65439486503601
6,17,12,13,12,15,3,21,19.5,14,4.98038387298584
12,13,6,17,3,21,12,15,19.5,14,4.98038387298584
31,12,29,29,14,2,11,25,29.5,27,4.281455993652344
29,29,31,12,11,25,14,2,29.5,27,4.281455993652344
18,24,22,14,0,19,31,4,32.0,35,6.241768836975098
22,14,18,24,31,4,0,19,32.0,35,6.241768836975098
20,2,6,22,30,12,3,5,36.0,36,4.664775848388672
6,22,20,2,3,5,30,12,36.0,36,4.664775848388672
12,24,11,0,13,10,28,1,25.5,22,3.4517390727996826
11,0,12,24,28,1,13,10,25.5,22,3.4517390727996826
5,28,26,30,6,8,12,7,18.0,23,3.438817024230957
26,30,5,28,12,7,6,8,18.0,23,3.438817024230957
8,8,31,18,29,21,8,14,33.5,21,4.58262300491333
31,18,8,8,8,14,29,21,33.5,21,4.58262300491333
15,4,0,4,30,15,20,26,21.0,21,2.7956249713897705
0,4,15,4,20,26,30,15,21.0,21,2.7956249713897705
27,12,30,21,21,3,9,10,18.5,21,2.5891499519348145
30,21,27,12,9,10,21,3,18.5,21,2.5891499519348145
17,30,10,14,0,11,26,5,29.5,34,4.259161949157715
10,14,17,30,26,5,0,11,29.5,34,4.259161949157715
13,2,21,17,1,20,11,19,19.0,21,2.7762351036071777
21,17,13,2,11,19,1,20,19.0,21,2.7762351036071777
3,5,7,19,9,23,7,9,19.0,14,3.0073978900909424
7,19,3,5,7,9,9,23,19.0,14,3.0073978900909424
14,23,17,13,18,11,14,18,14.0,11,2.1519758701324463
17,13,14,23,14,18,18,11,14.0,11,2.1519758701324463
15,4,11,15,25,20,1,14,26.5,23,4.683614015579224
11,15,15,4,1,14,25,20,26.5,23,4.683614015579224
8,18,18,5,2,0,1,3,14.5,22,2.9813008308410645
18,5,8,18,1,3,2,0,14.5,22,2.9813008308410645
21,18,21,5,4,28,24,15,26.0,19,4.563142776489258
21,5,21,18,24,15,4,28,26.0,19,4.563142776489258
12,19,4,25,16,11,0,10,16.5,13,2.388629913330078
4,25,12,19,0,10,16,11,16.5,13,2.388629913330078
1,2,26,22,1,8,9,21,34.0,44,5.902607679367065
26,22,1,2,9,21,1,8,34.0,44,5.902607679367065
26,14,30,21,22,14,21,29,15.5,16,2.4324100017547607
30,21,26,14,21,29,22,14,15.5,16,2.4324100017547607
9,21,5,16,16,6,17,16,11.0,13,1.6077702045440674
5,16,9,21,17,16,16,6,11.0,13,1.6077702045440674
4,9,29,19,16,18,21,12,25.0,29,4.783053636550903
29,19,4,9,21,12,16,18,25.0,29,4.783053636550903
13,25,5,22,15,13,20,7,13.0,13,1.6781418323516846
5,22,13,25,20,7,15,13,13.0,13,1.6781418323516846
20,20,6,24,1,3,0,9,14.5,20,2.790045738220215
6,24,20,20,0,9,1,3,14.5,20,2.790045738220215
24,19,0,1,17,25,20,23,24.5,34,5.210675954818726
0,1,24,19,20,23,17,25,24.5,34,5.210675954818726
5,25,24,26,29,3,19,16,26.5,29,3.7554678916931152
24,26,5,25,19,16,29,3,26.5,29,3.7554678916931152
28,0,20,9,25,20,28,20,10.0,14,1.939842939376831
20,9,28,0,28,20,25,20,10.0,14,1.939842939376831
9,22,19,1,12,6,26,0,26.5,22,3.945977210998535
19,1,9,22,26,0,12,6,26.5,22,3.945977210998535
17,27,30,17,3,9,7,10,15.0,22,2.74831485748291
30,17,17,27,7,10,3,9,15.0,22,2.74831485748291
11,19,25,21,2,14,22,17,25.5,23,3.569581985473633
25,21,11,19,22,17,2,14,25.5,23,3.569581985473633
20,12,5,24,10,19,4,8,22.0,23,3.364934206008911
5,24,20,12,4,8,10,19,22.0,23,3.364934206008911
31,9,21,2,23,7,13,24,23.0,26,3.4161641597747803
21,2,31,9,13,24,23,7,23.0,26,3.4161641597747803
23,7,26,6,27,16,21,16,6.0,7,0.9559371471405029
26,6,23,7,21,16,27,16,6.0,7,0.9559371471405029
5,7,0,3,9,16,16,17,8.5,9,1.2239289283752441
0,3,5,7,16,17,9,16,8.5,9,1.2239289283752441
31,4,0,22,14,27,31,31,40.0,39,7.190340995788574
0,22,31,4,31,31,14,27,40.0,39,7.190340995788574
12,10,16,7,26,3,18,21,16.5,23,3.5610668659210205
16,7,12,10,18,21,26,3,16.5,23,3.5610668659210205
24,4,14,4,25,17,23,1,17.0,12,2.925283908843994
14,4,24,4,23,1,25,17,17.0,12,2.925283908843994
12,14,8,7,21,20,6,1,23.5,11,4.968681335449219
8,7,12,14,6,1,21,20,23.5,11,4.968681335449219
16,7,27,2,30,9,31,4,12.0,7,1.9695408344268799
27,2,16,7,31,4,30,9,12.0,7,1.9695408344268799
15,26,8,0,22,17,11,14,25.5,25,4.801058053970337
8,0,15,26,11,14,22,17,25.5,25,4.801058053970337
9,2,18,4,3,13,21,21,21.5,29,3.79317569732666
18,4,9,2,21,21,3,13,21.5,29,3.79317569732666
24,5,22,14,25,16,16,26,16.0,18,3.012483835220337
22,14,24,5,16,26,25,16,16.0,18,3.012483835220337
15,26,19,26,16,26,18,21,6.5,8,1.2168419361114502
19,26,15,26,18,21,16,26,6.5,8,1.2168419361114502
19,27,11,28,15,24,25,29,14.0,12,2.453122138977051
11,28,19,27,25,29,15,24,14.0,12,2.453122138977051
4,11,14,30,4,28,17,1,35.5,34,5.904894113540649
14,30,4,11,17,1,4,28,35.5,34,5.904894113540649
2,7,12,16,11,27,29,8,28.0,34,4.942899227142334
12,16,2,7,29,8,11,27,28.0,34,4.942899227142334
28,12,8,7,2,2,17,14,29.0,24,13.676597118377686
8,7,28,12,17,14,2,2,29.0,24,13.676597118377686
15,29,21,8,16,19,3,28,29.5,32,4.293385028839111
21,8,15,29,3,28,16,19,29.5,32,4.293385028839111
8,14,6,19,15,21,18,13,11.0,13,1.8925120830535889
6,19,8,14,18,13,15,21,11.0,13,1.8925120830535889
29,8,17,20,20,17,23,20,15.0,9,2.8618130683898926
17,20,29,8,23,20,20,17,15.0,9,2.8618130683898926
10,16,17,1,15,23,12,1,25.5,22,3.727494955062866
17,1,10,16,12,1,15,23,25.5,22,3.727494955062866
7,7,19,12,9,15,13,10,13.0,16,2.477756977081299
19,12,7,7,13,10,9,15,13.0,16,2.477756977081299
22,21,23,1,13,18,0,4,26.0,22,3.470899820327759
23,1,22,21,0,4,13,18,26.0,22,3.470899820327759
20,14,31,1,15,27,4,3,30.5,31,4.677435874938965
31,1,20,14,4,3,15,27,30.5,31,4.677435874938965
15,9,4,0,20,30,20,2,25.0,22,3.4767091274261475
4,0,15,9,20,2,20,30,25.0,22,3.4767091274261475
4,7,5,29,2,7,19,20,30.5,32,4.396429777145386
5,29,4,7,19,20,2,7,30.5,32,4.396429777145386
24,9,22,14,14,16,2,7,14.0,17,2.544099807739258
22,14,24,9,2,7,14,16,14.0,17,2.544099807739258
16,0,30,17,25,22,16,12,26.0,19,3.8644959926605225
30,17,16,0,16,12,25,22,26.0,19,3.8644959926605225
19,9,8,9,31,23,3,16,25.0,28,4.28579306602478
8,9,19,9,3,16,31,23,25.0,28,4.28579306602478
29,29,28,29,7,1,12,24,16.5,32,3.698202133178711
28,29,29,29,12,24,7,1,16.5,32,3.698202133178711
31,6,14,24,11,4,7,8,21.5,31,4.094088315963745
14,24,31,6,7,8,11,4,21.5,31,4.094088315963745
13,30,12,27,11,30,10,11,14.0,23,3.111182928085327
12,27,13,30,10,11,11,30,14.0,23,3.111182928085327
21,6,16,23,24,15,3,0,32.0,31,4.760222911834717
16,23,21,6,3,0,24,15,32.0,31,4.760222911834717
28,21,22,21,26,19,23,26,10.0,10,1.3962361812591553
22,21,28,21,23,26,26,19,10.0,10,1.3962361812591553
14,18,27,22,1,10,28,15,28.5,25,4.762506008148193
27,22,14,18,28,15,1,10,28.5,25,4.762506008148193
5,4,28,9,16,8,27,21,29.0,28,4.215652227401733
28,9,5,4,27,21,16,8,29.0,28,4.215652227401733
27,17,15,9,12,24,27,14,23.5,22,3.1137871742248535
15,9,27,17,27,14,12,24,23.5,22,3.1137871742248535
5,23,29,5,29,12,23,7,27.5,22,5.780649900436401
29,5,5,23,23,7,29,12,27.5,22,5.780649900436401
7,9,4,20,24,2,5,7,26.0,21,6.829470872879028
4,20,7,9,5,7,24,2,26.0,21,6.829470872879028
30,30,6,7,11,4,14,14,34.0,31,24.784188985824585
6,7,30,30,14,14,11,4,34.0,31,24.784188985824585
25,24,9,1,31,17,13,16,31.0,35,5.102543115615845
9,1,25,24,13,16,31,17,31.0,35,5.102543115615845
31,7,1,28,9,6,1,24,46.5,31,20.22589087486267
1,28,31,7,1,24,9,6,46.5,31,20.22589087486267
17,18,11,5,29,27,28,13,20.0,21,2.620659828186035
11,5,17,18,28,13,29,27,20.0,21,2.620659828186035
1,28,21,0,7,30,14,8,43.5,41,6.757827043533325
21,0,1,28,14,8,7,30,43.5,41,6.757827043533325
24,15,3,17,15,16,24,24,22.0,22,3.557241916656494
3,17,24,15,24,24,15,16,22.0,22,3.557241916656494
21,6,30,1,1,13,5,15,11.0,7,1.8856580257415771
30,1,21,6,5,15,1,13,11.0,7,1.8856580257415771
21,3,17,2,12,16,8,30,16.5,16,3.9814248085021973
17,2,21,3,8,30,12,16,16.5,16,3.9814248085021973
1,15,14,16,1,14,15,11,17.5,19,2.70981502532959
14,16,1,15,15,11,1,14,17.5,19,2.70981502532959
6,11,7,3,15,14,24,28,17.0,20,2.9894392490386963
7,3,6,11,24,28,15,14,17.0,20,2.9894392490386963
0,17,5,17,4,21,18,1,20.5,27,4.069664001464844
5,17,0,17,18,1,4,21,20.5,27,4.069664001464844
3,18,23,5,1,15,20,18,27.5,31,4.1508238315582275
23,5,3,18,20,18,1,15,27.5,31,4.1508238315582275
28,2,24,9,10,30,14,4,26.5,30,5.087692737579346
24,9,28,2,14,4,10,30,26.5,30,5.087692737579346
11,20,10,9,9,19,15,10,15.5,17,2.514894962310791
10,9,11,20,15,10,9,19,15.5,17,2.514894962310791
25,1,4,0,29,27,23,28,17.5,24,3.0417418479919434
4,0,25,1,23,28,29,27,17.5,24,3.0417418479919434
12,13,15,11,22,25,28,19,11.5,15,1.9578042030334473
15,11,12,13,28,19,22,25,11.5,15,1.9578042030334473
1,12,22,20,2,26,27,21,36.5,35,5.264251947402954
22,20,1,12,27,21,2,26,36.5,35,5.264251947402954
17,12,16,12,7,6,5,22,12.5,21,2.951016902923584
16,12,17,12,5,22,7,6,12.5,21,2.951016902923584
18,4,31,2,30,26,10,29,24.0,26,3.654257297515869
31,2,18,4,10,29,30,26,24.0,26,3.654257297515869
9,11,28,24,27,26,19,29,21.5,23,4.002034902572632
28,24,9,11,19,29,27,26,21.5,23,4.002034902572632
2,5,11,14,30,28,2,10,35.0,29,7.513985872268677
11,14,2,5,2,10,30,28,35.0,29,7.513985872268677
26,8,14,22,1,6,23,17,31.5,25,5.131481170654297
14,22,26,8,23,17,1,6,31.5,25,5.131481170654297
23,19,20,4,23,24,22,22,10.5,17,2.2035789489746094
20,4,23,19,22,22,23,24,10.5,17,2.2035789489746094
30,22,27,2,11,20,18,16,18.0,22,3.288022041320801
27,2,30,22,18,16,11,20,18.0,22,3.288022041320801
2,13,28,31,25,1,5,19,41.0,36,6.5315117835998535
28,31,2,13,5,19,25,1,41.0,36,6.5315117835998535
25,15,3,29,28,0,22,10,27.0,30,5.1654746532440186
3,29,25,15,22,10,28,0,27.0,30,5.1654746532440186
25,5,17,31,3,8,26,28,40.5,30,6.016831159591675
17,31,25,5,26,28,3,8,40.5,30,6.016831159591675
24,7,2,1,25,2,19,6,21.0,26,3.9197089672088623
2,1,24,7,19,6,25,2,21.0,26,3.9197089672088623
27,9,6,6,30,25,23,12,28.0,28,4.021434783935547
6,6,27,9,23,12,30,25,28.0,28,4.021434783935547
26,27,20,8,22,19,2,21,28.5,30,4.026454925537109
20,8,26,27,2,21,22,19,28.5,30,4.026454925537109
10,17,26,30,5,9,0,12,18.5,22,3.5446970462799072
26,30,10,17,0,12,5,9,18.5,22,3.5446970462799072
13,4,6,9,15,7,3,18,17.5,20,3.002689838409424
6,9,13,4,3,18,15,7,17.5,20,3.002689838409424
12,29,2,23,5,13,22,8,28.0,28,4.252568006515503
2,23,12,29,22,8,5,13,28.0,28,4.252568006515503
4,13,22,21,31,4,0,1,34.0,31,5.22285795211792
22,21,4,13,0,1,31,4,34.0,31,5.22285795211792
24,2,17,25,28,24,3,20,35.5,34,5.32736873626709
17,25,24,2,3,20,28,24,35.5,34,5.32736873626709
22,1,21,30,0,2,4,14,27.0,33,4.758059024810791
21,30,22,1,4,14,0,2,27.0,33,4.758059024810791
5,15,12,21,26,29,15,29,15.0,14,2.117248058319092
12,21,5,15,15,29,26,29,15.0,14,2.117248058319092
1,20,8,17,4,25,5,22,9.0,10,1.609541893005371
8,17,1,20,5,22,4,25,9.0,10,1.609541893005371
8,31,4,30,1,22,24,4,25.0,34,5.489062309265137
4,30,8,31,24,4,1,22,25.0,34,5.489062309265137
12,5,13,4,1,22,8,13,11.0,15,2.29366397857666
13,4,12,5,8,13,1,22,11.0,15,2.29366397857666
13,10,24,31,2,16,29,31,40.0,27,8.639551877975464
24,31,13,10,29,31,2,16,40.0,27,8.639551877975464
19,30,17,18,23,20,22,17,12.0,12,2.4798388481140137
17,18,19,30,22,17,23,20,12.0,12,2.4798388481140137
16,28,10,3,18,28,6,7,35.0,33,4.768619060516357
10,3,16,28,6,7,18,28,35.0,33,4.768619060516357
6,19,17,3,8,5,8,29,31.5,21,5.348115921020508
17,3,6,19,8,29,8,5,31.5,21,5.348115921020508
15,4,3,12,27,5,26,25,22.5,23,3.140486240386963
3,12,15,4,26,25,27,5,22.5,23,3.140486240386963
7,11,11,15,25,11,21,14,8.5,10,1.2589850425720215
11,15,7,11,21,14,25,11,8.5,10,1.2589850425720215
14,1,20,30,28,21,3,7,38.0,37,10.024732828140259
20,30,14,1,3,7,28,21,38.0,37,10.024732828140259
27,24,18,9,20,30,10,16,25.0,26,3.32045578956604
18,9,27,24,10,16,20,30,25.0,26,3.32045578956604
31,27,21,23,4,5,10,26,35.5,31,8.24744701385498
21,23,31,27,10,26,4,5,35.5,31,8.24744701385498
16,25,10,10,28,19,25,8,17.5,20,2.594193935394287
10,10,16,25,25,8,28,19,17.5,20,2.594193935394287
18,15,16,0,10,14,16,16,14.5,12,2.642820119857788
16,0,18,15,16,16,10,14,14.5,12,2.642820119857788
28,7,3,22,22,26,13,18,30.5,28,5.511033058166504
3,22,28,7,13,18,22,26,30.5,28,5.511033058166504
16,19,12,3,30,25,11,25,22.5,22,3.2086451053619385
12,3,16,19,11,25,30,25,22.5,22,3.2086451053619385
7,17,22,22,13,5,5,1,18.0,21,2.704055070877075
22,22,7,17,5,1,13,5,18.0,21,2.704055070877075
1,28,9,19,31,16,17,17,17.0,17,2.132812023162842
9,19,1,28,17,17,31,16,17.0,17,2.132812023162842
5,3,10,19,14,0,28,31,35.0,42,6.221624135971069
10,19,5,3,28,31,14,0,35.0,42,6.221624135971069
24,28,23,19,17,8,18,15,12.0,12,1.8224499225616455
23,19,24,28,18,15,17,8,12.0,12,1.8224499225616455
13,4,25,10,24,19,1,12,29.0,33,5.100959777832031
25,10,13,4,1,12,24,19,29.0,33,5.100959777832031
8,8,18,4,5,22,20,22,16.5,18,2.373276948928833
18,4,8,8,20,22,5,22,16.5,18,2.373276948928833
27,10,1,12,25,11,6,5,32.5,26,5.712133884429932
1,12,27,10,6,5,25,11,32.5,26,5.712133884429932
9,0,18,16,14,13,3,25,25.0,25,3.658513307571411
18,16,9,0,3,25,14,13,25.0,25,3.658513307571411
27,29,6,24,18,29,8,15,28.0,29,4.745234727859497
6,24,27,29,8,15,18,29,28.0,29,4.745234727859497
23,5,10,8,11,4,2,11,18.0,16,5.266578197479248
10,8,23,5,2,11,11,4,18.0,16,5.266578197479248
25,10,1,25,22,9,22,11,25.5,34,7.256800889968872
1,25,25,10,22,11,22,9,25.5,34,7.256800889968872
7,25,20,7,3,11,12,25,28.0,30,4.083052635192871
20,7,7,25,12,25,3,11,28.0,30,4.083052635192871
14,15,3,29,16,4,9,8,21.0,17,3.3831310272216797
3,29,14,15,9,8,16,4,21.0,17,3.3831310272216797
11,10,3,12,12,10,14,19,12.5,14,1.7980821132659912
3,12,11,10,14,19,12,10,12.5,14,1.7980821132659912
7,31,11,31,5,21,20,15,13.5,20,2.77048397064209
11,31,7,31,20,15,5,21,13.5,20,2.77048397064209
1,28,7,19,10,10,13,28,19.0,19,2.8827929496765137
7,19,1,28,13,28,10,10,19.0,19,2.8827929496765137
18,26,28,19,17,24,14,23,11.5,18,2.2631239891052246
28,19,18,26,14,23,17,24,11.5,18,2.2631239891052246
30,27,6,26,23,19,17,0,32.0,31,5.3027989864349365
6,26,30,27,17,0,23,19,32.0,31,5.3027989864349365
2,4,4,25,3,8,8,9,18.5,25,3.9600770473480225
4,25,2,4,8,9,3,8,18.5,25,3.9600770473480225
13,26,0,5,11,0,23,28,40.0,37,5.795391082763672
0,5,13,26,23,28,11,0,40.0,37,5.795391082763672
27,20,13,17,7,16,31,18,24.5,15,3.7714951038360596
13,17,27,20,31,18,7,16,24.5,15,3.7714951038360596
9,10,7,7,28,17,21,0,14.5,15,2.8669707775115967
7,7,9,10,21,0,28,17,14.5,15,2.8669707775115967
29,30,22,8,7,22,5,16,21.5,28,3.755544900894165
22,8,29,30,5,16,7,22,21.5,28,3.755544900894165
6,12,23,6,5,15,29,19,30.5,31,4.220109224319458
23,6,6,12,29,19,5,15,30.5,31,4.220109224319458
0,8,31,1,31,22,29,13,26.5,25,4.986591100692749
31,1,0,8,29,13,31,22,26.5,25,4.986591100692749
24,0,26,31,2,15,18,15,28.5,31,4.6192240715026855
26,31,24,0,18,15,2,15,28.5,31,4.6192240715026855
31,15,22,22,27,11,2,4,28.0,31,4.627580881118774
22,22,31,15,2,4,27,11,28.0,31,4.627580881118774
28,31,28,1,4,27,19,29,31.5,32,5.222624063491821
28,1,28,31,19,29,4,27,31.5,32,5.222624063491821
20,9,5,20,29,29,16,31,23.5,29,3.7425100803375244
5,20,20,9,16,31,29,29,23.5,29,3.7425100803375244
2,6,20,31,29,20,12,29,36.5,26,5.555877923965454
20,31,2,6,12,29,29,20,36.5,26,5.555877923965454
4,25,10,31,11,12,11,3,11.5,13,1.6626498699188232
10,31,4,25,11,3,11,12,11.5,13,1.6626498699188232
