xs1,ys1,xg1,yg1,xs2,ys2,xg2,yg2,distance,replanning count,time
31,1,20,14,26,3,9,18,28.0,28,2.226400136947632
20,14,31,1,9,18,26,3,28.0,28,2.226400136947632
28,5,20,13,21,12,12,10,14.5,11,1.1062071323394775
20,13,28,5,12,10,21,12,14.5,11,1.1062071323394775
19,19,2,15,27,19,17,6,24.0,18,2.1531920433044434
2,15,19,19,17,6,27,19,24.0,18,2.1531920433044434
12,11,25,28,8,24,8,9,23.5,21,2.1392369270324707
25,28,12,11,8,9,8,24,23.5,21,2.1392369270324707
2,24,20,10,30,13,2,8,34.5,25,2.720522880554199
20,10,2,24,2,8,30,13,34.5,25,2.720522880554199
7,6,8,11,14,25,22,11,15.0,19,1.622276782989502
8,11,7,6,22,11,14,25,15.0,19,1.622276782989502
26,5,21,29,19,30,21,4,30.5,16,4.0433268547058105
21,29,26,5,21,4,19,30,30.5,16,4.0433268547058105
18,3,23,4,13,18,28,23,13.0,15,1.359618902206421
23,4,18,3,28,23,13,18,13.0,15,1.359618902206421
18,16,24,26,11,6,0,4,14.5,14,1.134917974472046
24,26,18,16,0,4,11,6,14.5,14,1.134917974472046
29,11,4,25,28,27,13,26,28.5,25,2.805608034133911
4,25,29,11,13,26,28,27,28.5,25,2.805608034133911
1,8,5,30,0,9,9,28,28.0,22,5.235602140426636
5,30,1,8,9,28,0,9,28.0,22,5.235602140426636
13,9,5,11,19,28,11,21,12.5,13,1.005713939666748
5,11,13,9,11,21,19,28,12.5,13,1.005713939666748
15,23,11,24,7,15,9,6,9.0,13,1.0173077583312988
11,24,15,23,9,6,7,15,9.0,13,1.0173077583312988
3,2,28,1,19,15,4,30,29.0,22,2.172271251678467
28,1,3,2,4,30,19,15,29.0,22,2.172271251678467
5,8,17,20,28,9,7,31,34.5,23,3.6503031253814697
17,20,5,8,7,31,28,9,34.5,23,3.6503031253814697
16,20,31,7,17,14,31,25,27.5,17,2.2515201568603516
31,7,16,20,31,25,17,14,27.5,17,2.2515201568603516
6,5,17,15,19,18,2,14,24.0,13,2.7909369468688965
17,15,6,5,2,14,19,18,24.0,13,2.7909369468688965
18,6,15,28,14,14,31,30,30.0,18,2.4290497303009033
15,28,18,6,31,30,14,14,30.0,18,2.4290497303009033
27,22,0,2,25,28,3,10,45.5,34,3.9706132411956787
0,2,27,22,3,10,25,28,45.5,34,3.9706132411956787
11,14,8,9,20,14,27,8,10.5,10,0.8908231258392334
8,9,11,14,27,8,20,14,10.5,10,0.8908231258392334
4,14,13,29,31,18,24,2,23.5,21,1.6486618518829346
13,29,4,14,24,2,31,18,23.5,21,1.6486618518829346
29,30,13,11,12,15,11,13,20.0,18,3.129328966140747
13,11,29,30,11,13,12,15,20.0,18,3.129328966140747
5,30,11,2,28,20,1,25,35.0,29,3.0774178504943848
11,2,5,30,1,25,28,20,35.0,29,3.0774178504943848
20,27,28,2,11,17,22,18,23.5,21,2.3059792518615723
28,2,20,27,22,18,11,17,23.5,21,2.3059792518615723
1,20,23,15,13,2,10,6,21.0,17,2.991481065750122
23,15,1,20,10,6,13,2,21.0,17,2.991481065750122
30,15,11,20,28,25,7,27,24.5,22,1.8521690368652344
11,20,30,15,7,27,28,25,24.5,22,1.8521690368652344
6,5,13,22,9,27,7,20,16.5,13,1.5917739868164062
13,22,6,5,7,20,9,27,16.5,13,1.5917739868164062
26,21,3,20,25,22,2,29,28.0,23,2.293617010116577
3,20,26,21,2,29,25,22,28.0,23,2.293617010116577
8,12,30,21,21,12,11,24,28.5,22,2.634024143218994
30,21,8,12,11,24,21,12,28.5,22,2.634024143218994
2,10,13,11,2,20,9,20,10.5,11,1.149838924407959
13,11,2,10,9,20,2,20,10.5,11,1.149838924407959
3,13,2,7,10,10,15,7,7.5,8,0.6285061836242676
2,7,3,13,15,7,10,10,7.5,8,0.6285061836242676
14,14,29,7,8,20,9,15,14.0,17,1.4798991680145264
29,7,14,14,9,15,8,20,14.0,17,1.4798991680145264
16,5,25,17,24,8,25,2,14.0,11,1.4486467838287354
25,17,16,5,25,2,24,8,14.0,11,1.4486467838287354
17,16,23,5,23,17,21,9,13.5,12,1.2339839935302734
23,5,17,16,21,9,23,17,13.5,12,1.2339839935302734
17,14,18,30,9,31,24,28,20.5,12,1.5433640480041504
18,30,17,14,24,28,9,31,20.5,12,1.5433640480041504
26,11,18,24,19,11,7,6,19.0,18,1.5555179119110107
18,24,26,11,7,6,19,11,19.0,18,1.5555179119110107
21,2,2,3,9,20,14,20,13.5,14,1.4805471897125244
2,3,21,2,14,20,9,20,13.5,14,1.4805471897125244
20,16,15,0,13,28,31,19,25.0,20,2.1264257431030273
15,0,20,16,31,19,13,28,25.0,20,2.1264257431030273
14,22,20,12,12,26,31,20,21.5,18,2.051727771759033
20,12,14,22,31,20,12,26,21.5,18,2.051727771759033
30,16,14,30,2,18,12,10,25.0,19,2.088762044906616
14,30,30,16,12,10,2,18,25.0,19,2.088762044906616
28,14,31,17,10,6,29,30,24.5,21,2.998108386993408
31,17,28,14,29,30,10,6,24.5,21,2.998108386993408
15,31,18,17,9,27,15,19,15.5,13,1.249511957168579
18,17,15,31,15,19,9,27,15.5,13,1.249511957168579
21,3,10,9,20,31,27,11,23.0,19,2.330794095993042
10,9,21,3,27,11,20,31,23.0,19,2.330794095993042
12,28,9,6,18,11,26,17,21.5,24,1.9309749603271484
9,6,12,28,26,17,18,11,21.5,24,1.9309749603271484
4,6,11,3,19,22,15,16,11.0,9,0.8595020771026611
11,3,4,6,15,16,19,22,11.0,9,0.8595020771026611
21,11,13,10,9,6,6,2,9.0,7,0.7855408191680908
13,10,21,11,6,2,9,6,9.0,7,0.7855408191680908
14,13,8,31,21,26,22,10,23.5,19,2.0374860763549805
8,31,14,13,22,10,21,26,23.5,19,2.0374860763549805
6,16,2,9,6,10,10,13,10.0,7,0.9092810153961182
2,9,6,16,10,13,6,10,10.0,7,0.9092810153961182
12,15,18,11,5,13,29,29,26.0,23,3.104279041290283
18,11,12,15,29,29,5,13,26.0,23,3.104279041290283
22,25,24,13,29,3,23,7,13.0,8,1.359144926071167
24,13,22,25,23,7,29,3,13.0,8,1.359144926071167
29,5,31,22,19,22,9,28,17.5,13,1.3226158618927002
31,22,29,5,9,28,19,22,17.5,13,1.3226158618927002
7,5,14,16,20,12,3,27,25.0,18,2.639831781387329
14,16,7,5,3,27,20,12,25.0,18,2.639831781387329
7,2,28,2,29,5,28,25,23.0,15,1.6840591430664062
28,2,7,2,28,25,29,5,23.0,15,1.6840591430664062
7,30,30,4,0,10,4,4,29.5,31,3.4298601150512695
30,4,7,30,4,4,0,10,29.5,31,3.4298601150512695
19,30,5,11,29,0,23,20,30.5,27,3.5290181636810303
5,11,19,30,23,20,29,0,30.5,27,3.5290181636810303
3,18,27,24,25,6,22,25,28.0,19,2.6941378116607666
27,24,3,18,22,25,25,6,28.0,19,2.6941378116607666
20,4,8,2,31,2,13,8,19.0,18,1.7453408241271973
8,2,20,4,13,8,31,2,19.0,18,1.7453408241271973
10,22,18,9,21,27,26,27,13.0,18,1.4939062595367432
18,9,10,22,26,27,21,27,13.0,18,1.4939062595367432
13,26,4,30,28,9,31,3,11.0,6,0.9046649932861328
4,30,13,26,31,3,28,9,11.0,6,0.9046649932861328
21,1,9,20,7,31,14,12,29.5,22,2.8956139087677
9,20,21,1,14,12,7,31,29.5,22,2.8956139087677
4,21,2,6,3,29,22,24,21.5,26,1.8408489227294922
2,6,4,21,22,24,3,29,21.5,26,1.8408489227294922
31,21,10,7,13,7,14,28,31.5,18,3.0061399936676025
10,7,31,21,14,28,13,7,31.5,18,3.0061399936676025
17,12,18,11,23,19,16,4,12.0,10,1.7743728160858154
18,11,17,12,16,4,23,19,12.0,10,1.7743728160858154
4,18,13,4,12,31,24,27,19.5,19,1.5478217601776123
13,4,4,18,24,27,12,31,19.5,19,1.5478217601776123
7,15,8,30,29,25,26,10,20.0,20,1.5171849727630615
8,30,7,15,26,10,29,25,20.0,20,1.5171849727630615
8,7,26,31,10,24,31,1,43.0,27,3.388939142227173
26,31,8,7,31,1,10,24,43.0,27,3.388939142227173
15,21,27,28,13,30,11,10,23.5,22,2.2642099857330322
27,28,15,21,11,10,13,30,23.5,22,2.2642099857330322
7,4,22,15,12,10,15,29,25.0,22,2.1350531578063965
22,15,7,4,15,29,12,10,25.0,22,2.1350531578063965
13,5,1,22,19,6,10,13,22.5,21,2.2536652088165283
1,22,13,5,10,13,19,6,22.5,21,2.2536652088165283
13,2,24,2,15,16,25,20,13.5,14,0.9964368343353271
24,2,13,2,25,20,15,16,13.5,14,0.9964368343353271
16,24,29,24,7,18,10,1,17.5,17,1.473365068435669
29,24,16,24,10,1,7,18,17.5,17,1.473365068435669
0,17,21,15,7,10,23,6,28.5,24,4.210930109024048
21,15,0,17,23,6,7,10,28.5,24,4.210930109024048
4,16,5,27,2,9,22,2,20.5,23,2.3781211376190186
5,27,4,16,22,2,2,9,20.5,23,2.3781211376190186
24,12,4,11,14,24,19,5,25.5,22,1.9314532279968262
4,11,24,12,19,5,14,24,25.5,22,1.9314532279968262
3,25,30,2,17,14,0,23,38.0,17,3.796863079071045
30,2,3,25,0,23,17,14,38.0,17,3.796863079071045
8,2,27,13,6,27,6,3,31.0,26,3.282684326171875
27,13,8,2,6,3,6,27,31.0,26,3.282684326171875
0,20,17,6,11,1,25,0,25.0,19,2.4205548763275146
17,6,0,20,25,0,11,1,25.0,19,2.4205548763275146
2,25,28,2,30,22,13,26,36.0,31,3.4688520431518555
28,2,2,25,13,26,30,22,36.0,31,3.4688520431518555
16,26,10,26,26,31,0,21,23.0,23,2.9175100326538086
10,26,16,26,0,21,26,31,23.0,23,2.9175100326538086
16,17,6,24,2,31,7,12,22.5,14,2.17451810836792
6,24,16,17,7,12,2,31,22.5,14,2.17451810836792
26,8,9,9,3,5,15,20,22.5,19,1.9380600452423096
9,9,26,8,15,20,3,5,22.5,19,1.9380600452423096
22,23,24,1,22,8,28,6,17.0,4,2.035274028778076
24,1,22,23,28,6,22,8,17.0,4,2.035274028778076
24,24,5,22,31,21,19,22,18.0,21,1.7076551914215088
5,22,24,24,19,22,31,21,18.0,21,1.7076551914215088
9,15,2,26,29,9,20,24,21.0,20,1.6879591941833496
2,26,9,15,20,24,29,9,21.0,20,1.6879591941833496
30,26,26,16,10,7,25,11,17.5,17,1.4899587631225586
26,16,30,26,25,11,10,7,17.5,17,1.4899587631225586
10,26,17,29,17,5,16,5,6.5,4,0.8497788906097412
17,29,10,26,16,5,17,5,6.5,4,0.8497788906097412
25,10,7,19,24,29,29,6,28.5,22,2.447154998779297
7,19,25,10,29,6,24,29,28.5,22,2.447154998779297
17,1,27,14,30,2,5,19,33.5,32,3.0805461406707764
27,14,17,1,5,19,30,2,33.5,32,3.0805461406707764
24,26,4,22,29,0,28,6,15.5,21,1.5747530460357666
4,22,24,26,28,6,29,0,15.5,21,1.5747530460357666
1,27,19,2,25,10,31,27,33.0,24,3.8771021366119385
19,2,1,27,31,27,25,10,33.0,24,3.8771021366119385
24,0,14,6,26,15,0,2,30.5,19,2.9476029872894287
14,6,24,0,0,2,26,15,30.5,19,2.9476029872894287
0,0,2,25,31,3,20,6,23.5,22,2.0088798999786377
2,25,0,0,20,6,31,3,23.5,22,2.0088798999786377
12,9,28,5,13,14,0,13,19.0,14,1.5615668296813965
28,5,12,9,0,13,13,14,19.0,14,1.5615668296813965
5,28,21,19,15,9,20,31,27.0,19,1.8790161609649658
21,19,5,28,20,31,15,9,27.0,19,1.8790161609649658
20,27,22,27,15,3,10,28,17.0,24,2.1205039024353027
22,27,20,27,10,28,15,3,17.0,24,2.1205039024353027
5,15,14,11,23,11,18,31,22.0,17,1.9593911170959473
14,11,5,15,18,31,23,11,22.0,17,1.9593911170959473
8,4,28,13,29,9,26,6,18.5,16,2.046038866043091
28,13,8,4,26,6,29,9,18.5,16,2.046038866043091
14,16,10,10,10,0,20,25,22.5,25,2.3832790851593018
10,10,14,16,20,25,10,0,22.5,25,2.3832790851593018
29,24,6,19,27,15,25,8,20.5,22,2.3446059226989746
6,19,29,24,25,8,27,15,20.5,22,2.3446059226989746
2,6,6,3,11,5,3,4,9.0,2,0.7197949886322021
6,3,2,6,3,4,11,5,9.0,2,0.7197949886322021
15,20,1,30,22,6,18,20,21.0,12,1.613706111907959
1,30,15,20,18,20,22,6,21.0,12,1.613706111907959
10,24,20,6,30,4,17,30,34.5,21,3.0948193073272705
20,6,10,24,17,30,30,4,34.5,21,3.0948193073272705
29,13,28,3,1,4,26,15,24.5,26,2.8297982215881348
28,3,29,13,26,15,1,4,24.5,26,2.8297982215881348
9,26,8,10,2,23,14,0,28.0,21,2.52661395072937
8,10,9,26,14,0,2,23,28.0,21,2.52661395072937
27,26,14,6,26,9,26,0,21.0,22,2.1327450275421143
14,6,27,26,26,0,26,9,21.0,22,2.1327450275421143
9,30,17,18,8,20,15,1,24.0,22,1.9169530868530273
17,18,9,30,15,1,8,20,24.0,22,1.9169530868530273
13,4,3,9,2,29,14,10,23.0,24,2.083942174911499
3,9,13,4,14,10,2,29,23.0,24,2.083942174911499
12,23,30,15,25,22,26,1,26.0,16,2.0755231380462646
30,15,12,23,26,1,25,22,26.0,16,2.0755231380462646
20,27,12,27,31,28,1,3,32.5,36,3.8063130378723145
12,27,20,27,1,3,31,28,32.5,36,3.8063130378723145
27,6,14,19,30,1,26,1,15.0,22,1.6392037868499756
14,19,27,6,26,1,30,1,15.0,22,1.6392037868499756
3,6,13,6,1,24,26,27,20.0,23,1.9144210815429688
13,6,3,6,26,27,1,24,20.0,23,1.9144210815429688
31,24,16,19,28,22,29,28,14.5,13,1.3120498657226562
16,19,31,24,29,28,28,22,14.5,13,1.3120498657226562
28,19,4,4,24,24,11,6,37.0,23,3.2589008808135986
4,4,28,19,11,6,24,24,37.0,23,3.2589008808135986
12,8,10,9,27,6,6,31,24.5,28,2.9782960414886475
10,9,12,8,6,31,27,6,24.5,28,2.9782960414886475
16,28,13,2,11,9,30,3,31.0,17,3.686732053756714
13,2,16,28,30,3,11,9,31.0,17,3.686732053756714
7,23,3,22,7,12,31,23,20.0,21,2.2238290309906006
3,22,7,23,31,23,7,12,20.0,21,2.2238290309906006
29,6,26,11,13,0,1,19,19.5,25,1.9621531963348389
26,11,29,6,1,19,13,0,19.5,25,1.9621531963348389
3,1,5,30,26,9,16,26,31.0,25,3.0978188514709473
5,30,3,1,16,26,26,9,31.0,25,3.0978188514709473
4,29,19,22,8,8,30,19,30.5,26,4.859414100646973
19,22,4,29,30,19,8,8,30.5,26,4.859414100646973
7,30,13,7,13,27,23,19,24.5,25,11.652040958404541
13,7,7,30,23,19,13,27,24.5,25,11.652040958404541
2,14,18,6,31,23,5,25,27.0,24,1.9757258892059326
18,6,2,14,5,25,31,23,27.0,24,1.9757258892059326
2,30,14,1,17,12,17,19,26.0,20,2.9013288021087646
14,1,2,30,17,19,17,12,26.0,20,2.9013288021087646
29,6,23,7,21,9,16,14,8.5,9,0.6946101188659668
23,7,29,6,16,14,21,9,8.5,9,0.6946101188659668
3,27,14,28,30,19,12,0,24.5,24,2.42985200881958
14,28,3,27,12,0,30,19,24.5,24,2.42985200881958
22,23,16,29,6,11,20,17,17.0,16,1.4679627418518066
16,29,22,23,20,17,6,11,17.0,16,1.4679627418518066
19,21,26,23,24,24,23,24,5.0,4,0.5674622058868408
26,23,19,21,23,24,24,24,5.0,4,0.5674622058868408
9,21,8,11,15,22,9,27,12.0,10,0.8889286518096924
8,11,9,21,9,27,15,22,12.0,10,0.8889286518096924
1,7,7,8,23,30,27,9,17.0,21,1.6845519542694092
7,8,1,7,27,9,23,30,17.0,21,1.6845519542694092
2,11,12,27,23,30,6,25,25.0,12,2.3312950134277344
12,27,2,11,6,25,23,30,25.0,12,2.3312950134277344
13,19,9,14,5,5,21,20,20.0,15,2.0772600173950195
9,14,13,19,21,20,5,5,20.0,15,2.0772600173950195
30,13,25,20,6,8,17,0,15.5,12,1.2629570960998535
25,20,30,13,17,0,6,8,15.5,12,1.2629570960998535
29,30,23,21,25,13,5,24,23.0,23,2.0668082237243652
23,21,29,30,5,24,25,13,23.0,23,2.0668082237243652
26,17,23,24,7,20,15,15,12.5,13,1.1093428134918213
23,24,26,17,15,15,7,20,12.5,13,1.1093428134918213
24,27,7,18,4,16,28,6,32.0,26,2.594454765319824
7,18,24,27,28,6,4,16,32.0,26,2.594454765319824
15,18,30,13,29,23,24,27,15.5,13,1.4386940002441406
30,13,15,18,24,27,29,23,15.5,13,1.4386940002441406
25,22,5,11,10,17,12,7,21.5,15,2.041395902633667
5,11,25,22,12,7,10,17,21.5,15,2.041395902633667
0,21,26,8,25,21,1,12,37.0,30,2.856058120727539
26,8,0,21,1,12,25,21,37.0,30,2.856058120727539
10,28,18,2,11,18,0,6,28.5,25,2.3038830757141113
18,2,10,28,0,6,11,18,28.5,25,2.3038830757141113
21,16,14,11,12,11,10,27,16.0,16,1.370915174484253
14,11,21,16,10,27,12,11,16.0,16,1.370915174484253
8,22,2,0,5,27,3,25,12.5,14,60.0
2,0,8,22,3,25,5,27,12.5,14,60.0
7,31,19,15,24,8,6,16,27.0,19,2.5855202674865723
19,15,7,31,6,16,24,8,27.0,19,2.5855202674865723
9,30,16,18,30,16,12,14,19.5,15,3.5507640838623047
16,18,9,30,12,14,30,16,19.5,15,3.5507640838623047
11,16,17,10,22,0,23,25,22.0,19,3.2923362255096436
17,10,11,16,23,25,22,0,22.0,19,3.2923362255096436
24,9,28,27,13,18,3,23,18.5,18,1.7333431243896484
28,27,24,9,3,23,13,18,18.5,18,1.7333431243896484
18,12,19,27,11,21,26,23,17.5,12,2.0055947303771973
19,27,18,12,26,23,11,21,17.5,12,2.0055947303771973
5,25,0,18,26,15,15,18,13.0,12,1.0946340560913086
0,18,5,25,15,18,26,15,13.0,12,1.0946340560913086
29,25,10,13,1,15,7,23,22.5,18,2.7112929821014404
10,13,29,25,7,23,1,15,22.5,18,2.7112929821014404
30,5,11,18,22,15,30,26,25.5,25,2.629038095474243
11,18,30,5,30,26,22,15,25.5,25,2.629038095474243
3,3,19,19,5,28,14,11,29.0,24,2.697567939758301
19,19,3,3,14,11,5,28,29.0,24,2.697567939758301
29,23,26,3,9,5,29,29,35.5,21,3.6408300399780273
26,3,29,23,29,29,9,5,35.5,21,3.6408300399780273
3,21,16,30,13,22,10,2,22.5,19,2.9371960163116455
16,30,3,21,10,2,13,22,22.5,19,2.9371960163116455
12,14,6,2,2,19,6,30,16.5,13,1.6759250164031982
6,2,12,14,6,30,2,19,16.5,13,1.6759250164031982
16,2,27,23,19,10,4,19,29.0,30,2.9712069034576416
27,23,16,2,4,19,19,10,29.0,30,2.9712069034576416
20,25,15,8,25,27,30,28,16.0,22,1.726801872253418
15,8,20,25,30,28,25,27,16.0,22,1.726801872253418
12,14,23,15,19,3,30,23,21.5,14,2.2711527347564697
23,15,12,14,30,23,19,3,21.5,14,2.2711527347564697
9,2,21,12,0,7,12,7,17.0,20,1.5968170166015625
21,12,9,2,12,7,0,7,17.0,20,1.5968170166015625
25,24,10,13,13,4,0,28,32.5,26,3.084465980529785
10,13,25,24,0,28,13,4,32.5,26,3.084465980529785
19,11,28,27,27,28,15,18,23.5,18,1.9168040752410889
28,27,19,11,15,18,27,28,23.5,18,1.9168040752410889
30,21,12,23,19,16,13,28,20.0,12,1.6172828674316406
12,23,30,21,13,28,19,16,20.0,12,1.6172828674316406
26,0,10,18,25,20,31,16,22.0,23,2.562299966812134
10,18,26,0,31,16,25,20,22.0,23,2.562299966812134
26,23,10,18,7,23,24,10,25.5,20,2.419422149658203
10,18,26,23,24,10,7,23,25.5,20,2.419422149658203
6,10,19,28,28,27,29,25,17.0,20,2.2445921897888184
19,28,6,10,29,25,28,27,17.0,20,2.2445921897888184
3,23,4,31,12,19,7,7,13.0,14,1.2611849308013916
4,31,3,23,7,7,12,19,13.0,14,1.2611849308013916
19,26,7,15,7,21,15,23,17.5,11,1.850992202758789
7,15,19,26,15,23,7,21,17.5,11,1.850992202758789
24,5,6,1,15,3,7,3,16.0,8,1.7096130847930908
6,1,24,5,7,3,15,3,16.0,8,1.7096130847930908
7,20,22,6,12,23,15,4,27.5,24,3.5913970470428467
22,6,7,20,15,4,12,23,27.5,24,3.5913970470428467
10,3,24,17,24,28,23,8,27.5,23,2.6501059532165527
24,17,10,3,23,8,24,28,27.5,23,2.6501059532165527
17,1,4,29,6,7,2,15,26.5,23,3.3175461292266846
4,29,17,1,2,15,6,7,26.5,23,3.3175461292266846
20,7,31,25,4,19,14,25,22.5,18,3.2422080039978027
31,25,20,7,14,25,4,19,22.5,18,3.2422080039978027
17,27,29,15,31,15,0,22,32.0,21,3.1081860065460205
29,15,17,27,0,22,31,15,32.0,21,3.1081860065460205
0,18,1,21,1,8,29,15,22.5,26,4.1386637687683105
1,21,0,18,29,15,1,8,22.5,26,4.1386637687683105
28,22,2,31,26,26,25,26,18.0,17,2.8229029178619385
2,31,28,22,25,26,26,26,18.0,17,2.8229029178619385
9,4,18,21,15,4,11,22,25.0,20,2.855893135070801
18,21,9,4,11,22,15,4,25.0,20,2.855893135070801
22,1,20,11,19,15,21,18,8.5,8,0.8564548492431641
20,11,22,1,21,18,19,15,8.5,8,0.8564548492431641
21,11,28,18,10,26,31,18,8.0,9,60.0
28,18,21,11,31,18,10,26,8.0,9,60.0
14,1,0,2,14,25,15,0,23.5,16,3.2473578453063965
0,2,14,1,15,0,14,25,23.5,16,3.2473578453063965
23,3,21,28,12,16,10,9,18.0,20,1.8987441062927246
21,28,23,3,10,9,12,16,18.0,20,1.8987441062927246
24,11,25,28,24,16,3,9,25.0,26,2.2133431434631348
25,28,24,11,3,9,24,16,25.0,26,2.2133431434631348
24,28,10,31,27,26,17,22,15.5,16,1.183096170425415
10,31,24,28,17,22,27,26,15.5,16,1.183096170425415
16,1,20,6,10,17,28,2,21.0,13,2.357828140258789
20,6,16,1,28,2,10,17,21.0,13,2.357828140258789
22,13,22,7,19,15,7,24,14.5,19,1.4204108715057373
22,7,22,13,7,24,19,15,14.5,19,1.4204108715057373
4,24,9,0,13,11,0,20,26.5,14,2.419203996658325
9,0,4,24,0,20,13,11,26.5,14,2.419203996658325
29,11,5,9,29,5,2,4,30.0,20,2.4386980533599854
5,9,29,11,2,4,29,5,30.0,20,2.4386980533599854
11,29,11,12,5,11,26,20,25.5,17,2.8436880111694336
11,12,11,29,26,20,5,11,25.5,17,2.8436880111694336
2,8,2,24,3,7,30,1,26.5,24,2.5662341117858887
2,24,2,8,30,1,3,7,26.5,24,2.5662341117858887
26,22,11,3,2,16,24,7,33.5,23,3.002793073654175
11,3,26,22,24,7,2,16,33.5,23,3.002793073654175
7,25,27,21,27,16,15,7,23.5,17,2.0021190643310547
27,21,7,25,15,7,27,16,23.5,17,2.0021190643310547
20,15,26,25,31,25,5,30,24.5,18,2.2362241744995117
26,25,20,15,5,30,31,25,24.5,18,2.2362241744995117
9,21,25,14,23,2,6,3,21.5,21,1.6864650249481201
25,14,9,21,6,3,23,2,21.5,21,1.6864650249481201
30,5,21,28,24,9,15,21,26.5,24,2.3252570629119873
21,28,30,5,15,21,24,9,26.5,24,2.3252570629119873
8,19,29,3,23,23,8,17,29.0,24,2.55935001373291
29,3,8,19,8,17,23,23,29.0,24,2.55935001373291
13,21,24,14,7,6,3,16,16.0,16,1.2662041187286377
24,14,13,21,3,16,7,6,16.0,16,1.2662041187286377
3,4,9,13,10,31,24,4,29.0,34,3.322283983230591
9,13,3,4,24,4,10,31,29.0,34,3.322283983230591
16,7,13,26,7,25,10,11,20.5,16,2.133578062057495
13,26,16,7,10,11,7,25,20.5,16,2.133578062057495
31,5,26,4,13,11,8,9,6.5,7,0.5007140636444092
26,4,31,5,8,9,13,11,6.5,7,0.5007140636444092
14,13,10,26,25,20,0,25,24.5,16,2.1565911769866943
10,26,14,13,0,25,25,20,24.5,16,2.1565911769866943
28,7,9,13,23,30,21,17,21.0,21,1.932173252105713
9,13,28,7,21,17,23,30,21.0,21,1.932173252105713
21,2,27,25,12,24,27,19,27.5,16,3.247903823852539
27,25,21,2,27,19,12,24,27.5,16,3.247903823852539
31,9,5,1,8,28,21,3,38.0,27,3.364924907684326
5,1,31,9,21,3,8,28,38.0,27,3.364924907684326
22,31,16,15,7,16,9,11,14.5,14,1.535938024520874
16,15,22,31,9,11,7,16,14.5,14,1.535938024520874
14,1,9,18,19,10,15,25,21.5,21,1.6583988666534424
9,18,14,1,15,25,19,10,21.5,21,1.6583988666534424
23,16,23,1,15,16,9,30,18.5,16,1.4995241165161133
23,1,23,16,9,30,15,16,18.5,16,1.4995241165161133
31,26,13,11,29,5,19,0,25.0,20,2.483887195587158
13,11,31,26,19,0,29,5,25.0,20,2.483887195587158
18,12,17,16,31,10,24,22,12.0,9,1.3110589981079102
17,16,18,12,24,22,31,10,12.0,9,1.3110589981079102
21,24,1,31,3,31,23,19,30.5,22,2.674670696258545
1,31,21,24,23,19,3,31,30.5,22,2.674670696258545
9,3,18,8,29,29,23,28,10.5,14,0.9827010631561279
18,8,9,3,23,28,29,29,10.5,14,0.9827010631561279
20,10,27,8,4,10,11,21,15.5,17,1.9999940395355225
27,8,20,10,11,21,4,10,15.5,17,1.9999940395355225
21,28,26,17,7,17,9,30,16.5,18,1.3051950931549072
26,17,21,28,9,30,7,17,16.5,18,1.3051950931549072
1,13,28,10,17,9,15,27,28.0,25,2.602792263031006
28,10,1,13,15,27,17,9,28.0,25,2.602792263031006
0,2,8,18,14,26,15,1,29.0,23,2.2551748752593994
8,18,0,2,15,1,14,26,29.0,23,2.2551748752593994
26,24,7,30,29,30,3,5,38.0,34,3.6701018810272217
7,30,26,24,3,5,29,30,38.0,34,3.6701018810272217
30,24,12,4,21,30,6,12,37.5,33,4.470303058624268
12,4,30,24,6,12,21,30,37.5,33,4.470303058624268
3,28,11,12,8,2,31,26,36.5,29,3.641118049621582
11,12,3,28,31,26,8,2,36.5,29,3.641118049621582
1,31,27,22,24,4,13,21,32.5,30,2.9220447540283203
27,22,1,31,13,21,24,4,32.5,30,2.9220447540283203
22,8,12,10,22,2,4,5,18.5,20,1.7367031574249268
12,10,22,8,4,5,22,2,18.5,20,1.7367031574249268
25,10,8,4,0,9,19,30,32.5,28,3.246809720993042
8,4,25,10,19,30,0,9,32.5,28,3.246809720993042
16,18,12,30,18,4,8,22,22.0,16,2.0917601585388184
12,30,16,18,8,22,18,4,22.0,16,2.0917601585388184
12,14,21,3,13,5,16,25,22.5,15,2.5278232097625732
21,3,12,14,16,25,13,5,22.5,15,2.5278232097625732
31,19,21,31,20,11,30,25,23.0,15,1.7160441875457764
21,31,31,19,30,25,20,11,23.0,15,1.7160441875457764
8,4,5,26,25,30,14,21,23.5,22,2.1156108379364014
5,26,8,4,14,21,25,30,23.5,22,2.1156108379364014
10,22,4,22,7,2,10,11,9.0,9,0.8235189914703369
4,22,10,22,10,11,7,2,9.0,9,0.8235189914703369
11,10,11,5,18,21,9,16,9.5,11,0.9616093635559082
11,5,11,10,9,16,18,21,9.5,11,0.9616093635559082
3,26,29,15,8,17,29,9,36.0,30,3.3491430282592773
29,15,3,26,29,9,8,17,36.0,30,3.3491430282592773
19,20,8,12,11,28,31,26,21.5,16,1.8704721927642822
8,12,19,20,31,26,11,28,21.5,16,1.8704721927642822
21,17,13,7,20,9,5,11,19.5,16,1.6685407161712646
13,7,21,17,5,11,20,9,19.5,16,1.6685407161712646
9,31,18,2,23,4,11,22,34.0,16,3.096078872680664
18,2,9,31,11,22,23,4,34.0,16,3.096078872680664
7,2,16,17,31,18,19,6,25.0,20,1.8809962272644043
16,17,7,2,19,6,31,18,25.0,20,1.8809962272644043
1,24,4,1,24,3,11,25,32.5,24,2.7936389446258545
