xs1,ys1,xg1,yg1,xs2,ys2,xg2,yg2,distance,replanning count,time
20,29,19,21,30,28,21,30,10.0,9,0.8889029026031494
19,21,20,29,21,30,30,28,10.0,9,0.8889029026031494
19,20,7,7,18,13,9,18,20.5,23,2.313232898712158
7,7,19,20,9,18,18,13,20.5,23,2.313232898712158
1,23,14,2,31,18,0,22,40.5,37,4.91753888130188
14,2,1,23,0,22,31,18,40.5,37,4.91753888130188
5,22,21,2,26,14,30,10,26.0,27,4.090548992156982
21,2,5,22,30,10,26,14,26.0,27,4.090548992156982
31,8,18,13,26,2,12,14,23.0,25,2.6602540016174316
18,13,31,8,12,14,26,2,23.0,25,2.6602540016174316
27,1,11,15,22,28,24,25,18.5,28,2.872729778289795
11,15,27,1,24,25,22,28,18.5,28,2.872729778289795
1,10,17,4,8,10,30,10,25.0,24,2.1272130012512207
17,4,1,10,30,10,8,10,25.0,24,2.1272130012512207
30,31,17,20,17,21,7,22,17.5,13,1.9407870769500732
17,20,30,31,7,22,17,21,17.5,13,1.9407870769500732
23,25,14,3,31,9,16,2,30.5,25,2.8551039695739746
14,3,23,25,16,2,31,9,30.5,25,2.8551039695739746
13,28,19,10,1,11,9,25,26.0,24,2.833134889602661
19,10,13,28,9,25,1,11,26.0,24,2.833134889602661
1,25,2,1,6,9,18,19,25.5,19,6.630894184112549
2,1,1,25,18,19,6,9,25.5,19,6.630894184112549
7,26,28,0,13,5,15,29,38.5,27,4.30057692527771
28,0,7,26,15,29,13,5,38.5,27,4.30057692527771
31,11,22,29,24,28,3,9,34.5,37,4.569960117340088
22,29,31,11,3,9,24,28,34.5,37,4.569960117340088
30,25,20,23,0,1,5,8,13.0,14,1.4828190803527832
20,23,30,25,5,8,0,1,13.0,14,1.4828190803527832
23,21,24,4,13,28,7,13,24.5,24,2.0921919345855713
24,4,23,21,7,13,13,28,24.5,24,2.0921919345855713
27,20,30,9,18,9,15,5,11.5,11,1.5265178680419922
30,9,27,20,15,5,18,9,11.5,11,1.5265178680419922
15,9,13,20,25,28,4,12,27.0,23,8.36598825454712
13,20,15,9,4,12,25,28,27.0,23,8.36598825454712
6,6,24,24,20,18,24,30,28.0,17,4.198441982269287
24,24,6,6,24,30,20,18,28.0,17,4.198441982269287
14,30,31,11,24,1,16,23,34.0,23,3.7301931381225586
31,11,14,30,16,23,24,1,34.0,23,3.7301931381225586
23,14,15,27,10,20,13,13,16.5,18,1.6548480987548828
15,27,23,14,13,13,10,20,16.5,18,1.6548480987548828
9,4,23,22,25,29,10,27,27.5,22,3.0581459999084473
23,22,9,4,10,27,25,29,27.5,22,3.0581459999084473
31,22,20,19,16,30,17,21,13.0,14,1.0534539222717285
20,19,31,22,17,21,16,30,13.0,14,1.0534539222717285
3,19,20,12,16,23,11,10,22.0,20,1.9249529838562012
20,12,3,19,11,10,16,23,22.0,20,1.9249529838562012
28,19,13,21,6,31,3,21,17.0,18,1.5899131298065186
13,21,28,19,3,21,6,31,17.0,18,1.5899131298065186
1,23,22,19,15,4,17,12,17.5,21,1.7926347255706787
22,19,1,23,17,12,15,4,17.5,21,1.7926347255706787
2,1,31,24,12,15,23,16,35.0,31,12.340871810913086
31,24,2,1,23,16,12,15,35.0,31,12.340871810913086
10,29,20,13,21,30,13,24,22.0,24,2.2338039875030518
20,13,10,29,13,24,21,30,22.0,24,2.2338039875030518
12,21,24,5,0,28,23,6,38.5,23,4.31060791015625
24,5,12,21,23,6,0,28,38.5,23,4.31060791015625
15,12,20,29,29,31,6,20,32.0,26,2.9845798015594482
20,29,15,12,6,20,29,31,32.0,26,2.9845798015594482
20,13,16,22,4,17,7,12,11.5,12,1.1075403690338135
16,22,20,13,7,12,4,17,11.5,12,1.1075403690338135
2,18,4,22,25,13,16,20,11.0,15,1.1322619915008545
4,22,2,18,16,20,25,13,11.0,15,1.1322619915008545
5,27,0,29,11,25,5,6,17.0,22,1.9063730239868164
0,29,5,27,5,6,11,25,17.0,22,1.9063730239868164
12,13,11,11,9,5,25,20,20.0,28,18.92558217048645
11,11,12,13,25,20,9,5,20.0,28,18.92558217048645
31,24,16,6,16,25,31,3,36.0,29,3.8274359703063965
16,6,31,24,31,3,16,25,36.0,29,3.8274359703063965
2,7,14,19,24,30,20,1,195.0,35,60.0
14,19,2,7,20,1,24,30,195.0,35,60.0
26,6,4,15,23,29,10,19,27.0,24,2.5892159938812256
4,15,26,6,10,19,23,29,27.0,24,2.5892159938812256
9,11,2,26,12,26,9,22,15.5,10,1.8676259517669678
2,26,9,11,9,22,12,26,15.5,10,1.8676259517669678
24,17,29,17,12,14,4,20,0.0,1,60.0
29,17,24,17,4,20,12,14,0.0,1,60.0
13,30,7,22,14,10,1,1,19.0,12,2.2631900310516357
7,22,13,30,1,1,14,10,19.0,12,2.2631900310516357
20,7,24,11,18,18,2,3,19.5,25,2.474829912185669
24,11,20,7,2,3,18,18,19.5,25,2.474829912185669
14,29,30,7,20,6,20,16,26.0,20,3.0356247425079346
30,7,14,29,20,16,20,6,26.0,20,3.0356247425079346
27,11,18,31,29,9,8,17,30.0,29,2.8113558292388916
18,31,27,11,8,17,29,9,30.0,29,2.8113558292388916
16,19,1,4,6,1,22,30,39.5,31,5.389977693557739
1,4,16,19,22,30,6,1,39.5,31,5.389977693557739
24,11,14,2,30,23,3,27,27.0,32,3.1599481105804443
14,2,24,11,3,27,30,23,27.0,32,3.1599481105804443
4,21,17,3,8,20,19,21,23.5,27,4.132214069366455
17,3,4,21,19,21,8,20,23.5,27,4.132214069366455
10,23,10,25,0,19,27,22,22.0,23,4.328303813934326
10,25,10,23,27,22,0,19,22.0,23,4.328303813934326
4,17,22,22,26,23,11,28,23.5,18,2.372960090637207
22,22,4,17,11,28,26,23,23.5,18,2.372960090637207
19,1,30,18,7,13,20,8,27.0,28,2.8243401050567627
30,18,19,1,20,8,7,13,27.0,28,2.8243401050567627
27,17,20,1,23,27,29,11,27.5,23,3.2998900413513184
20,1,27,17,29,11,23,27,27.5,23,3.2998900413513184
1,6,9,20,1,29,20,28,23.0,21,2.8308959007263184
9,20,1,6,20,28,1,29,23.0,21,2.8308959007263184
11,23,9,23,13,0,12,29,18.0,19,3.5495071411132812
9,23,11,23,12,29,13,0,18.0,19,3.5495071411132812
23,22,28,13,6,29,7,21,11.5,12,1.1564311981201172
28,13,23,22,7,21,6,29,11.5,12,1.1564311981201172
7,14,7,18,16,24,3,26,10.5,8,1.2315888404846191
7,18,7,14,3,26,16,24,10.5,8,1.2315888404846191
18,21,30,6,14,2,20,15,23.0,17,2.4150898456573486
30,6,18,21,20,15,14,2,23.0,17,2.4150898456573486
17,29,11,23,21,9,7,26,22.5,20,3.8725650310516357
11,23,17,29,7,26,21,9,22.5,20,3.8725650310516357
2,8,25,7,31,8,25,18,27.0,20,12.986876964569092
25,7,2,8,25,18,31,8,27.0,20,12.986876964569092
18,9,10,28,5,22,3,19,16.0,15,2.0632688999176025
10,28,18,9,3,19,5,22,16.0,15,2.0632688999176025
1,2,30,20,22,12,29,9,30.5,37,3.825961112976074
30,20,1,2,29,9,22,12,30.5,37,3.825961112976074
5,24,15,18,7,7,4,2,12.0,14,1.4053101539611816
15,18,5,24,4,2,7,7,12.0,14,1.4053101539611816
30,8,0,1,20,18,17,30,30.0,31,3.8073439598083496
0,1,30,8,17,30,20,18,30.0,31,3.8073439598083496
25,25,25,1,16,24,9,29,22.0,24,3.8710572719573975
25,1,25,25,9,29,16,24,22.0,24,3.8710572719573975
29,9,30,6,25,22,12,27,14.0,20,2.268712043762207
30,6,29,9,12,27,25,22,14.0,20,2.268712043762207
13,12,4,7,29,0,3,24,35.0,27,6.050112724304199
4,7,13,12,3,24,29,0,35.0,27,6.050112724304199
8,31,17,24,18,9,7,17,17.5,14,1.4932479858398438
17,24,8,31,7,17,18,9,17.5,14,1.4932479858398438
23,30,26,19,15,22,10,29,13.0,13,1.0583832263946533
26,19,23,30,10,29,15,22,13.0,13,1.0583832263946533
20,10,2,9,14,22,2,20,17.5,18,1.7476677894592285
2,9,20,10,2,20,14,22,17.5,18,1.7476677894592285
17,4,1,4,0,21,3,31,15.5,14,1.3013279438018799
1,4,17,4,3,31,0,21,15.5,14,1.3013279438018799
31,18,27,29,20,14,27,2,20.0,15,1.9263718128204346
27,29,31,18,27,2,20,14,20.0,15,1.9263718128204346
6,7,5,27,31,21,13,26,25.0,19,2.7510440349578857
5,27,6,7,13,26,31,21,25.0,19,2.7510440349578857
31,23,17,6,0,10,0,11,17.0,28,2.8982489109039307
17,6,31,23,0,11,0,10,17.0,28,2.8982489109039307
12,21,23,30,31,15,0,9,29.5,33,2.83370304107666
23,30,12,21,0,9,31,15,29.5,33,2.83370304107666
29,29,14,26,26,18,30,31,21.5,17,1.7443342208862305
14,26,29,29,30,31,26,18,21.5,17,1.7443342208862305
15,13,14,13,22,24,27,22,7.0,8,1.5635960102081299
14,13,15,13,27,22,22,24,7.0,8,1.5635960102081299
29,16,17,16,8,8,19,13,18.0,17,5.169837951660156
17,16,29,16,19,13,8,8,18.0,17,5.169837951660156
0,11,8,18,31,9,31,31,20.5,21,3.294965982437134
8,18,0,11,31,31,31,9,20.5,21,3.294965982437134
7,26,4,27,30,5,23,21,15.5,23,4.5184948444366455
4,27,7,26,23,21,30,5,15.5,23,4.5184948444366455
20,11,25,13,1,0,24,31,31.5,36,3.8824450969696045
25,13,20,11,24,31,1,0,31.5,36,3.8824450969696045
27,9,23,15,5,14,13,2,17.0,16,1.6589810848236084
23,15,27,9,13,2,5,14,17.0,16,1.6589810848236084
7,7,4,27,2,2,1,11,17.5,19,1.7014141082763672
4,27,7,7,1,11,2,2,17.5,19,1.7014141082763672
30,22,31,29,27,5,22,3,9.5,10,0.7373929023742676
31,29,30,22,22,3,27,5,9.5,10,0.7373929023742676
5,1,17,24,30,7,24,8,22.0,34,2.5636332035064697
17,24,5,1,24,8,30,7,22.0,34,2.5636332035064697
26,3,10,8,26,1,31,18,21.5,21,1.6526241302490234
10,8,26,3,31,18,26,1,21.5,21,1.6526241302490234
4,12,8,27,15,22,1,12,22.5,13,2.1792399883270264
8,27,4,12,1,12,15,22,22.5,13,2.1792399883270264
24,26,19,13,10,30,15,5,28.0,32,2.9550671577453613
19,13,24,26,15,5,10,30,28.0,32,2.9550671577453613
28,1,0,1,7,24,3,27,19.5,20,2.1298441886901855
0,1,28,1,3,27,7,24,19.5,20,2.1298441886901855
11,5,10,27,15,7,8,25,25.0,24,2.1426632404327393
10,27,11,5,8,25,15,7,25.0,24,2.1426632404327393
24,28,31,8,18,22,5,10,26.0,26,2.021066904067993
31,8,24,28,5,10,18,22,26.0,26,2.021066904067993
10,12,30,9,8,22,8,27,17.0,23,1.8813388347625732
30,9,10,12,8,27,8,22,17.0,23,1.8813388347625732
16,1,13,24,20,1,30,17,28.0,28,2.4006481170654297
13,24,16,1,30,17,20,1,28.0,28,2.4006481170654297
16,30,9,13,20,20,16,4,24.0,23,1.9286439418792725
9,13,16,30,16,4,20,20,24.0,23,1.9286439418792725
17,1,10,29,27,27,17,16,30.0,31,3.108366012573242
10,29,17,1,17,16,27,27,30.0,31,3.108366012573242
3,31,12,29,29,6,26,24,18.0,21,1.6655280590057373
12,29,3,31,26,24,29,6,18.0,21,1.6655280590057373
0,29,4,7,15,17,1,9,24.0,19,2.018338918685913
4,7,0,29,1,9,15,17,24.0,19,2.018338918685913
31,6,25,19,29,4,24,7,18.5,18,11.918137073516846
25,19,31,6,24,7,29,4,18.5,18,11.918137073516846
15,30,30,5,28,28,12,18,33.0,29,3.197417974472046
30,5,15,30,12,18,28,28,33.0,29,3.197417974472046
22,2,31,15,4,28,5,15,19.0,19,1.65165114402771
31,15,22,2,5,15,4,28,19.0,19,1.65165114402771
0,30,20,8,0,5,2,2,27.5,42,8.638433933258057
20,8,0,30,2,2,0,5,27.5,42,8.638433933258057
6,5,12,9,25,14,9,1,21.5,15,2.383945941925049
12,9,6,5,9,1,25,14,21.5,15,2.383945941925049
6,6,8,13,8,20,2,2,16.5,7,1.6951780319213867
8,13,6,6,2,2,8,20,16.5,7,1.6951780319213867
22,2,0,20,11,27,9,11,29.0,19,3.2836451530456543
0,20,22,2,9,11,11,27,29.0,19,3.2836451530456543
28,6,9,8,4,12,28,17,27.0,27,3.0119869709014893
9,8,28,6,28,17,4,12,27.0,27,3.0119869709014893
30,29,23,31,1,28,27,15,26.0,31,3.486337184906006
23,31,30,29,27,15,1,28,26.0,31,3.486337184906006
6,9,3,14,22,31,21,2,25.0,36,6.485257863998413
3,14,6,9,21,2,22,31,25.0,36,6.485257863998413
1,17,25,22,10,20,31,27,34.5,24,3.209052801132202
25,22,1,17,31,27,10,20,34.5,24,3.209052801132202
18,26,17,27,4,2,5,4,2.5,3,0.2144460678100586
17,27,18,26,5,4,4,2,2.5,3,0.2144460678100586
16,25,1,30,21,31,20,18,19.0,18,1.649116039276123
1,30,16,25,20,18,21,31,19.0,18,1.649116039276123
13,10,12,21,4,7,19,0,18.0,19,1.8335800170898438
12,21,13,10,19,0,4,7,18.0,19,1.8335800170898438
2,24,12,30,3,13,2,2,14.0,13,1.2871077060699463
12,30,2,24,2,2,3,13,14.0,13,1.2871077060699463
30,29,25,19,28,8,26,14,13.5,10,1.4571857452392578
25,19,30,29,26,14,28,8,13.5,10,1.4571857452392578
14,12,21,19,26,20,17,14,14.5,10,1.177450180053711
21,19,14,12,17,14,26,20,14.5,10,1.177450180053711
13,6,11,18,26,23,21,1,25.5,24,6.043029069900513
11,18,13,6,21,1,26,23,25.5,24,6.043029069900513
17,7,31,9,2,25,3,29,12.5,16,1.3718736171722412
31,9,17,7,3,29,2,25,12.5,16,1.3718736171722412
22,31,15,9,20,22,28,0,31.5,27,2.7655272483825684
15,9,22,31,28,0,20,22,31.5,27,2.7655272483825684
16,19,31,6,24,19,2,22,27.5,23,2.2604129314422607
31,6,16,19,2,22,24,19,27.5,23,2.2604129314422607
19,6,8,19,3,20,6,1,25.0,18,2.372218132019043
8,19,19,6,6,1,3,20,25.0,18,2.372218132019043
10,6,15,29,22,11,10,18,25.5,27,2.628580093383789
15,29,10,6,10,18,22,11,25.5,27,2.628580093383789
8,2,30,10,21,9,0,1,31.5,18,2.675137996673584
30,10,8,2,0,1,21,9,31.5,18,2.675137996673584
4,2,15,1,14,30,28,24,19.0,20,1.4381577968597412
15,1,4,2,28,24,14,30,19.0,20,1.4381577968597412
20,23,5,9,31,31,10,19,31.0,29,2.463975191116333
5,9,20,23,10,19,31,31,31.0,29,2.463975191116333
12,19,3,21,22,24,26,3,19.0,22,1.9608969688415527
3,21,12,19,26,3,22,24,19.0,22,1.9608969688415527
25,10,11,15,2,14,30,18,28.5,19,3.812246084213257
11,15,25,10,30,18,2,14,28.5,19,3.812246084213257
30,27,18,19,12,6,28,29,29.5,21,3.60282301902771
18,19,30,27,28,29,12,6,29.5,21,3.60282301902771
12,22,0,29,5,24,7,23,11.0,3,1.3557977676391602
0,29,12,22,7,23,5,24,11.0,3,1.3557977676391602
7,1,1,24,1,10,24,31,39.5,32,11.331662893295288
1,24,7,1,24,31,1,10,39.5,32,11.331662893295288
11,1,25,13,12,3,16,22,25.5,23,2.0077688694000244
25,13,11,1,16,22,12,3,25.5,23,2.0077688694000244
26,21,25,10,23,22,6,31,21.0,22,2.1040868759155273
25,10,26,21,6,31,23,22,21.0,22,2.1040868759155273
25,18,1,11,13,11,17,30,31.0,28,3.0581748485565186
1,11,25,18,17,30,13,11,31.0,28,3.0581748485565186
20,14,6,23,18,16,12,21,18.0,19,2.2595410346984863
6,23,20,14,12,21,18,16,18.0,19,2.2595410346984863
17,3,9,1,19,25,18,2,20.0,18,2.1349029541015625
9,1,17,3,18,2,19,25,20.0,18,2.1349029541015625
24,21,26,16,7,14,29,24,21.5,15,6.46574068069458
26,16,24,21,29,24,7,14,21.5,15,6.46574068069458
24,8,0,13,2,16,27,9,36.5,20,29.19600009918213
0,13,24,8,27,9,2,16,36.5,20,29.19600009918213
6,11,26,5,8,20,10,11,21.5,26,2.312451124191284
26,5,6,11,10,11,8,20,21.5,26,2.312451124191284
20,24,28,24,1,18,14,30,18.5,13,1.747089147567749
28,24,20,24,14,30,1,18,18.5,13,1.747089147567749
12,24,10,21,18,3,14,13,10.5,14,1.365468978881836
10,21,12,24,14,13,18,3,10.5,14,1.365468978881836
1,26,12,10,14,29,31,29,24.0,27,2.0921201705932617
12,10,1,26,31,29,14,29,24.0,27,2.0921201705932617
12,6,8,20,8,27,6,23,12.0,9,1.2627110481262207
8,20,12,6,6,23,8,27,12.0,9,1.2627110481262207
26,0,5,19,29,27,29,9,31.0,35,3.084567070007324
5,19,26,0,29,9,29,27,31.0,35,3.084567070007324
23,6,12,20,10,31,4,8,28.0,25,2.5874359607696533
12,20,23,6,4,8,10,31,28.0,25,2.5874359607696533
21,30,5,21,1,14,7,21,19.5,16,60.0
5,21,21,30,7,21,1,14,19.5,16,60.0
6,6,11,9,30,23,0,5,31.0,24,4.505949020385742
11,9,6,6,0,5,30,23,31.0,24,4.505949020385742
25,25,21,28,2,10,11,30,19.0,22,2.265615224838257
21,28,25,25,11,30,2,10,19.0,22,2.265615224838257
28,0,10,21,1,18,20,1,38.5,24,3.435554027557373
10,21,28,0,20,1,1,18,38.5,24,3.435554027557373
28,6,11,18,7,26,14,3,32.5,21,2.788588047027588
11,18,28,6,14,3,7,26,32.5,21,2.788588047027588
26,28,12,8,22,14,10,14,24.0,24,3.421823263168335
12,8,26,28,10,14,22,14,24.0,24,3.421823263168335
30,5,12,13,23,1,27,22,25.5,23,2.3752009868621826
12,13,30,5,27,22,23,1,25.5,23,2.3752009868621826
22,20,19,0,9,15,7,11,136.0,18,60.0
19,0,22,20,7,11,9,15,136.0,18,60.0
30,14,20,11,8,5,13,3,10.0,13,0.9286990165710449
20,11,30,14,13,3,8,5,10.0,13,0.9286990165710449
31,25,0,16,13,28,13,7,32.5,32,4.48321795463562
0,16,31,25,13,7,13,28,32.5,32,4.48321795463562
15,2,12,23,28,6,19,21,28.0,26,4.173036098480225
12,23,15,2,19,21,28,6,28.0,26,4.173036098480225
22,15,13,10,25,6,1,5,21.5,20,2.1182780265808105
13,10,22,15,1,5,25,6,21.5,20,2.1182780265808105
7,26,2,30,1,29,5,21,10.5,6,0.8989410400390625
2,30,7,26,5,21,1,29,10.5,6,0.8989410400390625
21,4,3,8,17,5,17,10,16.5,22,1.9923958778381348
3,8,21,4,17,10,17,5,16.5,22,1.9923958778381348
15,28,29,4,23,27,8,9,36.5,33,3.7214760780334473
29,4,15,28,8,9,23,27,36.5,33,3.7214760780334473
31,0,11,15,3,29,2,5,33.0,29,6.399077892303467
11,15,31,0,2,5,3,29,33.0,29,6.399077892303467
10,24,3,4,27,7,12,8,24.5,21,2.235764980316162
3,4,10,24,12,8,27,7,24.5,21,2.235764980316162
2,30,31,20,16,2,25,11,29.5,29,3.0521140098571777
31,20,2,30,25,11,16,2,29.5,29,3.0521140098571777
17,20,28,4,6,0,12,2,17.5,19,1.7510149478912354
28,4,17,20,12,2,6,0,17.5,19,1.7510149478912354
14,26,1,16,8,13,21,15,20.0,17,1.7514801025390625
1,16,14,26,21,15,8,13,20.0,17,1.7514801025390625
25,2,30,10,29,16,21,20,12.5,12,0.9004149436950684
30,10,25,2,21,20,29,16,12.5,12,0.9004149436950684
7,5,14,19,28,31,11,21,25.0,21,2.3893239498138428
14,19,7,5,11,21,28,31,25.0,21,2.3893239498138428
1,0,11,10,15,19,22,2,25.0,21,2.9953269958496094
11,10,1,0,22,2,15,19,25.0,21,2.9953269958496094
11,2,4,3,10,16,5,25,12.0,13,1.0020489692687988
4,3,11,2,5,25,10,16,12.0,13,1.0020489692687988
1,29,4,3,30,4,25,28,32.0,34,19.657625913619995
4,3,1,29,25,28,30,4,32.0,34,19.657625913619995
1,24,12,13,30,8,28,27,23.5,24,2.038404941558838
12,13,1,24,28,27,30,8,23.5,24,2.038404941558838
8,23,19,20,2,8,21,21,25.0,20,25.34203791618347
19,20,8,23,21,21,2,8,25.0,20,25.34203791618347
22,3,23,25,5,7,3,23,26.5,30,5.465769052505493
23,25,22,3,3,23,5,7,26.5,30,5.465769052505493
6,25,31,26,7,17,12,2,27.0,24,2.455112934112549
31,26,6,25,12,2,7,17,27.0,24,2.455112934112549
19,14,27,8,5,5,10,16,16.0,15,1.364487886428833
27,8,19,14,10,16,5,5,16.0,15,1.364487886428833
18,23,5,4,12,27,21,11,29.5,29,2.432594060897827
5,4,18,23,21,11,12,27,29.5,29,2.432594060897827
24,9,21,5,2,23,13,16,13.5,18,1.3907749652862549
21,5,24,9,13,16,2,23,13.5,18,1.3907749652862549
13,7,17,7,19,9,21,16,7.5,9,0.6702210903167725
17,7,13,7,21,16,19,9,7.5,9,0.6702210903167725
5,26,1,2,3,28,22,2,43.5,43,19.39226794242859
1,2,5,26,22,2,3,28,43.5,43,19.39226794242859
9,12,15,2,31,7,5,25,31.0,41,3.438943862915039
15,2,9,12,5,25,31,7,31.0,41,3.438943862915039
17,10,2,22,1,2,5,9,19.0,22,1.8378870487213135
2,22,17,10,5,9,1,2,19.0,22,1.8378870487213135
15,13,12,4,16,30,27,3,26.0,29,2.6770732402801514
12,4,15,13,27,3,16,30,26.0,29,2.6770732402801514
23,16,27,19,19,29,26,22,15.5,9,7.030062198638916
27,19,23,16,26,22,19,29,15.5,9,7.030062198638916
8,22,4,18,30,7,6,9,20.0,26,2.525254249572754
4,18,8,22,6,9,30,7,20.0,26,2.525254249572754
4,20,17,12,20,20,18,19,12.0,17,1.368675708770752
17,12,4,20,18,19,20,20,12.0,17,1.368675708770752
4,15,8,1,19,18,23,20,12.0,12,1.1607017517089844
8,1,4,15,23,20,19,18,12.0,12,1.1607017517089844
1,5,14,16,2,9,28,11,29.0,24,2.424333095550537
14,16,1,5,28,11,2,9,29.0,24,2.424333095550537
30,0,4,7,12,5,29,2,30.5,24,3.023341655731201
4,7,30,0,29,2,12,5,30.5,24,3.023341655731201
0,22,25,31,18,1,16,15,26.0,28,2.3827929496765137
25,31,0,22,16,15,18,1,26.0,28,2.3827929496765137
5,19,20,31,21,23,14,4,28.5,26,2.4910340309143066
20,31,5,19,14,4,21,23,28.5,26,2.4910340309143066
6,6,19,10,23,22,2,18,24.0,23,2.3941991329193115
19,10,6,6,2,18,23,22,24.0,23,2.3941991329193115
8,19,23,14,3,28,12,28,15.5,20,1.4644038677215576
23,14,8,19,12,28,3,28,15.5,20,1.4644038677215576
31,0,26,18,6,20,7,29,18.5,23,1.6991548538208008
26,18,31,0,7,29,6,20,18.5,23,1.6991548538208008
15,7,21,1,13,2,12,20,16.5,19,1.9114270210266113
21,1,15,7,12,20,13,2,16.5,19,1.9114270210266113
1,9,31,0,11,0,11,1,20.0,19,2.7173819541931152
31,0,1,9,11,1,11,0,20.0,19,2.7173819541931152
5,7,11,25,29,22,7,21,27.5,24,2.3984198570251465
11,25,5,7,7,21,29,22,27.5,24,2.3984198570251465
4,18,5,4,22,23,2,22,21.0,17,2.317017078399658
5,4,4,18,2,22,22,23,21.0,17,2.317017078399658
21,31,28,21,16,21,17,1,20.0,21,2.0119009017944336
28,21,21,31,17,1,16,21,20.0,21,2.0119009017944336
5,25,16,14,27,4,14,25,30.0,24,3.886082887649536
16,14,5,25,14,25,27,4,30.0,24,3.886082887649536
11,23,22,15,0,31,0,15,19.5,18,1.6023881435394287
22,15,11,23,0,15,0,31,19.5,18,1.6023881435394287
29,17,8,11,14,20,22,30,24.5,25,2.4033467769622803
8,11,29,17,22,30,14,20,24.5,25,2.4033467769622803
18,28,25,13,19,13,31,19,23.0,13,2.2683560848236084
25,13,18,28,31,19,19,13,23.0,13,2.2683560848236084
3,11,21,16,26,2,10,8,25.5,23,8.771856784820557
21,16,3,11,10,8,26,2,25.5,23,8.771856784820557
27,11,18,16,20,6,10,8,15.0,16,2.864412784576416
18,16,27,11,10,8,20,6,15.0,16,2.864412784576416
18,14,27,10,7,27,3,9,19.5,20,1.684380054473877
27,10,18,14,3,9,7,27,19.5,20,1.684380054473877
20,4,19,31,27,13,9,20,29.5,30,3.8973751068115234
19,31,20,4,9,20,27,13,29.5,30,3.8973751068115234
18,26,27,22,3,24,18,31,20.5,15,1.5885303020477295
27,22,18,26,18,31,3,24,20.5,15,1.5885303020477295
18,18,12,26,30,27,15,29,16.5,12,1.4283976554870605
12,26,18,18,15,29,30,27,16.5,12,1.4283976554870605
30,31,4,9,7,29,10,3,40.5,31,3.9944069385528564
4,9,30,31,10,3,7,29,40.5,31,3.9944069385528564
8,25,9,30,10,2,8,28,107.0,6,60.0
9,30,8,25,8,28,10,2,107.0,6,60.0
5,23,18,26,27,22,23,11,17.5,17,1.4208130836486816
18,26,5,23,23,11,27,22,17.5,17,1.4208130836486816
3,20,15,5,19,21,12,15,20.0,21,1.9718210697174072
15,5,3,20,12,15,19,21,20.0,21,1.9718210697174072
1,13,2,17,14,12,30,20,16.5,18,1.7093191146850586
2,17,1,13,30,20,14,12,16.5,18,1.7093191146850586
0,13,22,30,21,10,3,9,31.0,31,3.064966917037964
22,30,0,13,3,9,21,10,31.0,31,3.064966917037964
8,21,27,21,17,21,30,20,20.5,13,5.163585901260376
27,21,8,21,30,20,17,21,20.5,13,5.163585901260376
1,18,3,9,31,11,10,16,24.5,28,3.9536681175231934
3,9,1,18,10,16,31,11,24.5,28,3.9536681175231934
17,9,10,18,16,9,3,19,19.5,21,1.6923201084136963
10,18,17,9,3,19,16,9,19.5,21,1.6923201084136963
28,7,20,4,1,7,23,5,20.5,12,2.2701971530914307
20,4,28,7,23,5,1,7,20.5,12,2.2701971530914307
11,5,11,7,2,24,27,8,22.5,31,3.106184959411621
11,7,11,5,27,8,2,24,22.5,31,3.106184959411621
31,0,10,0,18,19,27,4,23.5,20,1.830704927444458
10,0,31,0,27,4,18,19,23.5,20,1.830704927444458
17,18,16,22,13,6,8,16,11.0,12,1.242689847946167
16,22,17,18,8,16,13,6,11.0,12,1.242689847946167
2,20,1,24,15,29,17,24,6.0,7,0.5274577140808105
1,24,2,20,17,24,15,29,6.0,7,0.5274577140808105
26,16,3,23,12,11,16,31,28.0,24,2.2512431144714355
3,23,26,16,16,31,12,11,28.0,24,2.2512431144714355
30,1,1,7,0,3,10,21,33.5,27,3.106158971786499
1,7,30,1,10,21,0,3,33.5,27,3.106158971786499
0,3,10,3,8,21,0,10,17.5,11,6.149657964706421
10,3,0,3,0,10,8,21,17.5,11,6.149657964706421
14,5,5,7,6,29,29,0,33.5,34,3.8523457050323486
5,7,14,5,29,0,6,29,33.5,34,3.8523457050323486
18,27,17,9,6,17,22,7,22.5,23,2.2390968799591064
17,9,18,27,22,7,6,17,22.5,23,2.2390968799591064
3,12,19,11,10,26,3,27,14.5,19,1.494832992553711
19,11,3,12,3,27,10,26,14.5,19,1.494832992553711
2,2,8,24,18,12,5,19,25.0,21,2.1667656898498535
8,24,2,2,5,19,18,12,25.0,21,2.1667656898498535
29,16,1,0,31,19,26,0,34.0,27,3.668940782546997
1,0,29,16,26,0,31,19,34.0,27,3.668940782546997
5,7,3,11,8,23,26,3,23.0,29,2.857494831085205
3,11,5,7,26,3,8,23,23.0,29,2.857494831085205
11,1,12,27,1,14,8,29,27.5,22,2.729677200317383
12,27,11,1,8,29,1,14,27.5,22,2.729677200317383
11,9,5,23,17,3,3,4,18.5,18,1.4108397960662842
5,23,11,9,3,4,17,3,18.5,18,1.4108397960662842
19,9,25,8,15,11,21,7,10.5,10,0.8406991958618164
25,8,19,9,21,7,15,11,10.5,10,0.8406991958618164
3,16,13,28,10,23,22,1,31.0,29,3.807142972946167
13,28,3,16,22,1,10,23,31.0,29,3.807142972946167
7,21,18,6,4,16,29,27,31.0,27,2.6953420639038086
