xs1,ys1,xg1,yg1,distance,replanning count,time
12,5,0,17,24,18,3.130985975265503
21,2,23,19,21,20,2.68127179145813
5,22,22,23,22,21,2.8083367347717285
18,3,27,5,11,10,1.3619048595428467
15,29,11,31,6,5,0.7266478538513184
20,8,20,16,8,8,1.0091090202331543
4,1,11,10,16,14,2.030431032180786
22,18,16,3,21,20,2.7135260105133057
11,2,1,26,42,29,8.60858702659607
13,21,6,22,10,10,1.2892868518829346
24,9,21,19,15,13,1.9533240795135498
18,24,21,5,24,24,3.144163131713867
29,28,13,1,45,39,5.925250053405762
8,14,5,1,18,12,2.26943302154541
31,18,31,4,20,17,2.533094882965088
10,26,31,1,54,42,7.144837856292725
7,5,11,10,9,8,1.140820026397705
23,22,0,10,39,30,5.184178829193115
3,8,7,3,11,10,1.4026470184326172
25,14,22,21,10,10,1.3044710159301758
13,21,31,13,26,23,3.426676034927368
17,16,25,22,16,16,2.068578004837036
2,7,26,18,35,35,4.579766035079956
9,23,13,30,15,9,1.8788378238677979
28,17,20,28,19,17,2.381784200668335
25,29,8,9,39,37,5.146263122558594
23,1,4,6,24,20,3.2028748989105225
12,9,13,22,14,14,2.00256085395813
7,31,18,1,49,41,6.816518783569336
27,24,25,24,2,2,0.24565386772155762
14,28,17,14,23,19,3.08547306060791
27,22,6,24,27,25,3.6187949180603027
11,11,13,2,11,9,1.4821441173553467
3,9,2,26,30,21,8.08949089050293
17,12,23,7,11,9,1.425447702407837
12,16,27,10,25,23,3.295696973800659
12,21,24,11,22,21,2.8835999965667725
18,3,23,16,18,17,2.284377098083496
0,25,6,25,6,5,0.7242980003356934
27,26,0,26,37,26,5.993945837020874
1,27,15,18,23,19,2.988234043121338
29,15,7,8,33,31,4.349756956100464
7,9,29,31,54,35,7.513844966888428
7,27,31,29,38,21,4.9894468784332275
8,24,27,29,36,21,4.65848708152771
23,31,9,17,30,27,3.9358787536621094
5,15,28,4,38,32,4.966124057769775
0,26,9,9,26,21,3.61529803276062
6,24,30,3,45,32,6.014533758163452
23,15,10,23,21,20,2.7654945850372314
9,15,16,6,16,15,2.084322214126587
26,24,30,25,7,4,0.8576478958129883
19,20,21,1,25,21,3.279139995574951
25,22,14,23,12,12,1.546949863433838
14,20,1,2,31,20,4.079703092575073
22,29,0,17,38,34,4.960697174072266
1,5,12,11,17,16,2.210452079772949
11,31,15,16,27,25,3.638183832168579
28,29,8,24,29,26,3.928769111633301
7,5,13,21,22,21,2.9439611434936523
16,7,1,13,21,19,2.7503061294555664
21,16,20,26,11,11,1.4255869388580322
0,28,0,25,5,5,0.617948055267334
6,24,29,21,34,30,4.523808002471924
13,10,31,1,29,16,3.7164769172668457
25,23,22,1,35,27,4.629094839096069
18,18,19,10,11,11,1.582571029663086
27,11,11,30,37,32,4.825623035430908
3,14,25,8,34,32,4.5834081172943115
8,15,20,20,19,19,2.579948663711548
31,29,23,5,36,32,4.677680969238281
22,31,13,1,43,37,5.700141191482544
29,12,7,21,35,35,4.634745121002197
9,10,5,4,10,6,1.2815382480621338
8,24,30,13,37,31,4.897648096084595
6,9,13,18,16,15,2.056525230407715
22,16,12,9,21,21,2.7182347774505615
19,31,0,2,50,36,6.707392930984497
16,3,15,31,41,31,5.576189994812012
23,17,25,7,14,13,1.8451120853424072
12,7,6,19,20,18,3.028053045272827
0,4,30,28,56,46,7.237159013748169
21,14,23,14,2,2,0.24019193649291992
4,30,17,30,15,13,1.7806320190429688
21,6,2,21,36,35,4.515204906463623
10,11,15,14,8,8,1.085798978805542
11,11,10,0,16,9,1.9816350936889648
4,28,6,0,38,29,4.800930976867676
26,27,10,15,32,30,4.0877509117126465
15,18,6,6,21,18,2.634727954864502
21,3,30,12,20,18,2.4362199306488037
9,17,9,11,8,8,1.0177299976348877
5,15,3,14,3,3,0.36837077140808105
15,31,12,10,28,27,3.585771083831787
23,2,22,19,22,22,2.704285144805908
2,6,10,11,13,13,1.5847790241241455
28,18,21,27,18,16,2.1688268184661865
15,0,26,7,18,15,2.1587560176849365
13,18,3,26,18,13,2.179326057434082
20,14,11,19,14,14,1.7199110984802246
1,19,3,12,21,20,2.679386854171753
14,7,31,8,20,15,2.446871757507324
3,31,20,15,33,31,4.1011528968811035
16,25,31,31,25,13,3.290564775466919
11,19,11,31,16,11,2.1538267135620117
22,12,28,19,13,12,1.6319501399993896
16,5,21,14,14,14,1.7749969959259033
22,30,30,13,33,22,4.534993886947632
19,29,10,10,30,28,3.903010129928589
13,12,25,2,26,22,3.3823537826538086
13,24,11,16,10,10,1.2759060859680176
20,17,7,2,30,25,3.8474302291870117
14,16,25,18,13,13,1.6683037281036377
31,0,2,11,44,40,5.843526840209961
31,31,26,2,40,36,5.132746934890747
14,8,28,0,24,12,3.03659987449646
26,5,20,11,12,11,1.5214431285858154
21,1,30,30,50,36,6.766878128051758
28,31,22,8,35,34,4.653342008590698
2,30,4,29,3,3,0.35955095291137695
12,3,20,1,12,11,1.5064990520477295
22,8,27,8,7,6,0.8864479064941406
22,12,5,5,28,23,3.6247990131378174
3,24,1,14,24,19,3.4279122352600098
6,22,28,13,35,30,4.582738161087036
22,1,27,21,27,24,3.4315290451049805
2,22,6,20,6,5,0.7573502063751221
14,2,15,21,32,29,4.339606046676636
18,20,0,26,24,17,3.098098039627075
18,4,28,22,28,26,3.5809221267700195
20,7,12,21,24,22,3.136582851409912
23,9,21,2,11,6,1.4165000915527344
27,18,27,16,2,2,0.24910712242126465
21,3,28,21,27,25,3.438648223876953
30,7,20,28,31,30,4.065595865249634
22,28,5,6,43,39,5.731759071350098
20,14,19,18,7,7,0.8953769207000732
25,21,16,26,16,15,2.0577070713043213
3,18,3,4,16,13,2.021634817123413
18,30,21,27,6,6,0.7341828346252441
28,9,12,22,29,29,3.7617359161376953
12,2,21,23,34,29,4.386531829833984
10,5,4,30,39,29,5.212596893310547
30,7,28,18,15,14,1.9668190479278564
18,4,9,29,46,31,6.894102096557617
14,10,26,11,15,14,1.936819314956665
13,2,12,9,10,9,1.2730538845062256
2,9,12,26,29,28,3.7718000411987305
13,3,1,20,41,31,7.666574954986572
23,0,3,30,62,45,8.767612934112549
18,23,25,7,25,24,3.2372379302978516
2,28,23,6,43,39,5.723002910614014
11,27,12,19,11,11,1.393960952758789
0,19,3,1,37,26,4.90248703956604
20,22,8,13,21,20,2.730462074279785
11,21,0,8,24,18,3.10261607170105
11,19,16,23,9,8,1.1625728607177734
16,21,11,25,13,9,1.65749192237854
12,12,24,6,18,17,2.3625268936157227
26,7,27,17,11,11,1.395103931427002
20,16,11,0,25,19,3.210099935531616
28,15,10,11,26,26,3.510056257247925
22,19,18,17,6,6,1.0058948993682861
7,15,3,31,22,13,3.3392419815063477
6,30,7,17,20,18,2.6714489459991455
22,11,8,29,40,29,5.389885902404785
22,19,18,23,12,12,1.5699129104614258
19,12,14,31,28,21,3.6690309047698975
4,6,3,31,36,25,6.635453224182129
29,25,21,31,16,14,1.9952330589294434
19,2,9,27,51,34,30.96505093574524
17,0,19,1,3,3,0.3686661720275879
0,15,27,22,40,38,5.293939113616943
22,11,5,17,25,25,3.264652967453003
14,0,0,29,53,38,9.382688045501709
11,9,17,26,29,25,3.9380409717559814
14,2,31,12,27,25,3.44561505317688
17,1,31,17,30,24,3.8187661170959473
18,16,18,0,20,17,2.5864927768707275
1,28,16,15,28,26,3.6187591552734375
24,2,31,9,16,11,2.015491008758545
15,18,31,29,29,16,3.7062273025512695
18,1,4,11,26,24,3.357603073120117
15,31,22,14,28,25,3.61204195022583
11,2,19,2,12,11,1.5392811298370361
28,17,20,11,14,14,1.8167850971221924
15,27,0,14,30,26,3.855180025100708
3,31,21,20,33,32,4.347466945648193
25,0,0,22,57,44,9.968361139297485
3,28,28,13,44,38,5.826004981994629
16,28,25,21,20,19,2.570131778717041
12,14,5,21,14,14,1.8034896850585938
21,27,31,2,51,33,7.210252046585083
20,13,1,30,36,25,4.802134990692139
17,15,7,18,15,15,1.9609217643737793
30,13,23,24,18,18,2.290360927581787
20,14,25,29,20,15,2.601264715194702
9,3,17,30,43,34,5.878060817718506
20,23,6,7,32,30,4.215324878692627
27,5,28,2,6,3,0.7322921752929688
22,11,1,5,31,23,3.995741128921509
31,18,19,18,14,13,1.8178832530975342
27,8,10,30,51,37,6.969719171524048
9,1,26,31,49,42,6.641590118408203
17,4,15,4,2,2,0.24567699432373047
1,12,2,11,2,2,0.24526429176330566
24,23,31,18,14,11,1.7679989337921143
9,17,23,14,19,18,2.544639825820923
16,15,31,31,31,17,3.9177470207214355
0,28,11,29,14,13,1.652109146118164
26,20,5,4,41,35,5.107760906219482
28,1,2,16,41,39,5.238260984420776
29,4,23,24,30,27,3.834527015686035
15,21,16,4,26,23,3.5611369609832764
27,8,21,25,25,25,3.249563217163086
25,8,22,5,6,6,0.6958591938018799
5,6,8,5,4,4,0.4834113121032715
31,13,17,24,27,27,3.3742780685424805
10,19,3,21,11,10,1.3192670345306396
24,14,1,24,35,29,4.3453569412231445
0,9,14,7,24,22,8.3736572265625
26,0,11,28,47,44,6.046487808227539
30,26,16,17,25,24,3.1026439666748047
1,8,18,4,21,20,2.5641911029815674
29,14,17,18,16,16,2.0083210468292236
3,16,13,2,24,20,2.9990222454071045
0,3,11,0,14,9,1.6519200801849365
9,20,0,10,19,15,2.3235561847686768
2,6,18,4,18,17,2.1953749656677246
7,19,26,3,39,33,4.818569898605347
17,21,26,3,29,27,3.593235969543457
12,22,9,9,16,16,1.9852120876312256
3,12,21,6,28,25,4.572283029556274
30,13,24,0,21,15,2.5540030002593994
11,5,22,22,30,27,3.825723886489868
15,9,28,13,19,16,2.3401877880096436
1,3,1,4,1,1,0.11472201347351074
3,7,16,21,29,28,3.623933792114258
23,16,29,6,16,14,1.9097692966461182
20,6,11,30,37,32,4.7791149616241455
16,16,26,5,21,19,2.5910730361938477
0,17,18,0,35,30,4.3511857986450195
15,9,7,3,16,14,1.9482989311218262
13,18,21,17,11,10,1.380303144454956
1,30,24,6,47,43,6.011585712432861
20,11,4,15,22,21,2.727426052093506
17,21,14,30,14,10,1.7204909324645996
9,22,26,9,30,28,3.6201391220092773
25,15,27,13,4,4,0.4548318386077881
2,27,27,8,46,42,5.6455888748168945
1,11,30,13,39,32,4.84355092048645
4,29,25,12,38,35,4.711719989776611
23,12,25,15,5,5,0.6101539134979248
14,26,17,25,4,3,0.483140230178833
2,3,4,21,26,22,3.4256160259246826
12,14,7,19,10,10,1.2173681259155273
1,14,17,28,30,27,3.712284803390503
13,17,11,6,13,12,1.5808560848236084
1,13,24,6,34,30,4.264618873596191
18,10,22,7,7,6,0.8167638778686523
18,23,24,5,28,25,3.489645004272461
30,1,3,28,56,46,7.306223154067993
24,27,10,18,23,22,2.855431079864502
13,17,4,14,12,12,1.51466965675354
31,25,10,17,35,33,4.359271049499512
26,4,1,30,51,39,6.612409830093384
1,22,13,20,16,14,1.9645278453826904
12,2,18,18,26,24,3.2713541984558105
19,3,30,28,46,32,5.7254369258880615
11,1,11,19,18,18,2.1889703273773193
5,29,0,10,34,27,4.611634016036987
27,7,5,30,45,38,5.730055093765259
0,29,14,8,37,34,4.758562088012695
21,6,19,12,8,8,0.9854240417480469
19,6,27,24,28,25,3.4072279930114746
8,8,13,31,30,26,3.7759926319122314
13,4,10,6,5,5,0.6015620231628418
20,23,11,3,29,27,3.6125831604003906
0,12,11,0,23,14,2.797272205352783
4,5,20,6,21,20,2.5890591144561768
22,14,25,23,14,13,1.658289909362793
2,6,0,26,36,24,7.401454925537109
16,30,19,16,19,19,2.3836379051208496
18,28,26,14,24,20,2.9478228092193604
21,12,13,22,18,18,2.229930877685547
0,12,7,31,32,24,3.9325952529907227
21,9,6,19,25,25,3.0778067111968994
18,31,18,12,27,24,3.3169381618499756
14,10,11,4,9,8,1.097965955734253
9,8,22,8,19,19,2.2629168033599854
12,10,6,26,26,23,3.1300058364868164
7,15,10,18,6,6,0.7126719951629639
25,28,25,16,16,15,1.9186789989471436
10,17,12,11,8,8,0.992314338684082
29,19,0,10,42,34,5.385756015777588
29,14,23,13,9,9,1.1202399730682373
14,20,17,1,26,18,3.2338874340057373
12,16,7,0,23,15,2.877535104751587
22,18,19,30,15,15,1.8187787532806396
8,3,4,9,10,10,1.1819751262664795
26,11,17,30,34,27,4.2865071296691895
1,31,15,9,36,33,4.394834995269775
6,11,13,21,17,17,2.0278351306915283
6,16,20,30,28,23,3.3285937309265137
8,7,23,9,21,21,2.6134610176086426
19,12,2,23,32,25,4.197540998458862
12,16,1,13,16,15,1.9864778518676758
25,0,8,0,21,19,2.5137767791748047
4,20,18,20,20,19,2.479635000228882
5,1,12,3,13,12,1.541924238204956
9,29,5,0,41,30,5.211883068084717
17,1,11,1,8,8,0.907135009765625
12,11,27,10,20,18,2.4344470500946045
1,8,30,8,37,33,4.657614231109619
18,24,8,14,20,20,2.4687061309814453
14,15,3,30,26,17,3.1952996253967285
24,17,9,27,39,25,5.476424932479858
18,12,16,26,22,20,2.865821123123169
11,4,19,6,12,11,1.4157040119171143
10,6,28,8,26,24,3.2572920322418213
24,9,25,22,18,17,2.2280969619750977
28,4,24,4,6,6,0.7493078708648682
26,10,1,27,44,34,5.501662969589233
8,10,25,26,37,32,4.641840934753418
3,12,0,8,7,5,0.8357510566711426
3,16,7,9,11,11,1.3562817573547363
26,2,13,16,27,26,3.397099018096924
14,27,0,31,18,11,2.1218018531799316
24,25,30,25,10,4,1.1720139980316162
9,1,17,12,19,17,2.3436479568481445
3,9,19,9,20,19,2.5151989459991455
13,16,16,12,9,9,1.1119959354400635
11,20,13,1,25,22,3.1275839805603027
16,12,28,17,17,16,2.1043059825897217
31,0,11,0,24,22,2.759131908416748
26,10,15,5,18,16,2.201779842376709
5,26,19,16,24,22,2.9301390647888184
11,20,20,30,19,14,2.3042056560516357
31,12,3,17,37,35,4.610651731491089
21,2,0,22,51,38,8.772395133972168
26,30,12,13,33,31,4.169720888137817
3,1,22,20,38,33,4.959242820739746
4,17,3,0,22,13,2.682161331176758
0,3,19,29,45,40,5.804174900054932
17,27,25,20,21,20,2.5575108528137207
3,14,23,20,28,28,3.563897132873535
1,20,17,2,38,33,4.76776123046875
9,0,2,28,43,31,7.630467176437378
3,11,9,28,35,21,5.090197801589966
6,11,7,1,13,10,1.6038341522216797
7,21,24,7,31,27,3.888530969619751
20,5,2,1,26,22,3.084582805633545
23,18,11,4,28,25,3.4651880264282227
28,28,9,22,25,24,3.1311166286468506
28,13,8,4,33,25,4.041842937469482
16,14,31,2,29,13,3.5564019680023193
30,4,13,26,39,38,4.929865837097168
17,14,27,17,13,12,1.5979511737823486
7,17,7,11,8,8,0.9585990905761719
7,25,14,0,40,33,5.2343668937683105
10,11,6,9,6,6,0.7529342174530029
5,23,0,15,27,19,3.7371699810028076
4,30,25,21,38,36,4.8016369342803955
19,20,29,4,30,26,3.8888731002807617
30,28,10,10,42,37,5.337395906448364
13,1,27,13,26,23,3.0511837005615234
28,26,20,15,21,19,2.500138998031616
0,26,29,4,55,43,7.441360950469971
14,15,13,17,3,3,0.3798389434814453
25,17,23,5,16,15,2.0433318614959717
28,29,8,7,44,40,5.8330700397491455
16,5,6,1,16,13,1.925973892211914
30,10,11,16,29,28,3.559779644012451
16,7,22,20,21,21,2.6080989837646484
24,19,31,29,33,15,4.054561138153076
16,15,28,15,16,12,1.9965848922729492
14,16,29,29,28,19,3.494401216506958
20,23,12,21,10,10,1.3478479385375977
20,30,19,14,17,17,2.2052242755889893
19,31,27,15,26,22,3.3056249618530273
26,22,29,8,21,17,2.6205921173095703
28,6,31,30,43,26,5.510386228561401
27,8,14,16,21,21,2.6870710849761963
15,7,5,0,19,14,2.327307939529419
31,9,11,13,30,29,3.8509891033172607
27,18,16,0,31,24,4.003046035766602
14,26,26,4,36,34,4.743384122848511
3,12,21,9,25,24,3.229578971862793
6,22,19,10,25,24,3.2688071727752686
9,23,8,28,16,5,2.05305814743042
30,30,8,21,31,28,4.071412086486816
4,25,10,22,9,9,1.1306071281433105
28,22,23,31,16,13,2.0295348167419434
1,28,13,12,28,25,3.651276111602783
9,2,0,25,40,28,8.456477165222168
11,21,13,17,6,6,0.7716109752655029
11,27,17,28,11,10,1.3890349864959717
13,20,12,14,9,9,1.1837880611419678
14,25,2,24,25,17,3.5148282051086426
20,30,1,27,30,19,4.396821022033691
16,4,22,16,20,19,2.5500268936157227
9,21,15,13,14,13,1.8272762298583984
5,21,8,19,5,5,0.633544921875
22,28,10,5,39,38,5.126558780670166
30,28,28,13,23,21,2.9826760292053223
20,22,10,8,24,23,3.1027560234069824
30,17,3,5,41,37,5.407217979431152
29,6,26,23,24,19,3.0811121463775635
29,30,6,5,50,44,6.951481819152832
1,11,19,16,23,23,3.064722776412964
11,15,4,11,15,12,2.0338640213012695
26,20,23,26,9,9,1.1912519931793213
24,25,9,3,39,36,5.001291036605835
1,26,5,27,7,7,0.8032090663909912
0,1,7,12,18,16,2.2139430046081543
10,28,26,9,37,35,4.736195087432861
20,13,11,19,15,15,1.8578591346740723
7,30,16,3,44,40,5.774912118911743
17,20,23,14,12,12,1.4784672260284424
1,13,0,15,3,3,0.3529961109161377
17,14,1,14,18,18,2.2532389163970947
11,23,29,8,33,29,4.401790142059326
4,5,22,8,27,27,3.406751871109009
4,7,20,1,26,19,3.0775749683380127
11,6,24,9,20,20,2.4241888523101807
12,15,24,15,16,15,1.9190149307250977
29,27,24,24,8,8,0.91975998878479
8,19,15,30,22,13,2.650183916091919
9,22,7,12,14,13,1.665661096572876
0,12,31,6,43,37,5.228468894958496
18,12,16,0,18,13,2.1834120750427246
31,16,20,31,26,22,3.198486089706421
30,12,26,22,16,16,1.9446399211883545
29,3,14,28,42,38,5.511983871459961
3,24,28,27,42,33,5.389037132263184
19,6,2,9,22,17,2.825623035430908
3,10,19,9,21,20,2.7336208820343018
27,17,26,11,7,7,0.9420709609985352
2,22,5,25,6,4,0.7946560382843018
31,15,22,22,18,17,2.3843419551849365
17,17,19,23,10,10,1.3963818550109863
21,18,15,9,17,17,2.1812827587127686
1,27,7,17,16,13,2.019943952560425
14,18,2,13,17,14,2.170952796936035
24,23,15,30,16,13,2.066610336303711
11,16,28,27,32,24,4.1390440464019775
1,12,18,26,31,29,3.968122959136963
13,14,17,16,6,6,0.7527287006378174
19,23,30,13,21,21,2.6297130584716797
15,30,14,30,1,1,0.11964893341064453
8,14,29,7,28,25,3.7251110076904297
5,13,1,29,30,20,6.059123992919922
30,25,11,3,45,39,5.856549024581909
26,25,29,27,5,3,0.5951743125915527
14,19,22,10,19,18,2.4280829429626465
6,4,10,20,20,19,2.5237138271331787
21,7,0,10,28,22,3.586055040359497
26,19,16,8,21,20,2.7211759090423584
14,18,23,22,13,13,1.6740961074829102
17,28,18,29,2,2,0.24672913551330566
12,31,4,3,42,35,5.682482719421387
12,5,2,21,36,28,6.55359411239624
23,19,21,9,14,13,1.8513798713684082
11,2,16,18,25,22,3.208186149597168
26,13,30,30,31,19,3.994678020477295
21,31,31,23,28,17,3.7915117740631104
22,29,10,13,30,28,3.877289056777954
31,31,6,30,32,27,4.104094982147217
29,30,5,0,56,45,7.588177919387817
10,26,2,24,24,18,3.6638450622558594
0,31,9,12,28,26,3.585561990737915
1,8,11,19,21,21,2.707092046737671
12,27,0,26,19,9,2.9063689708709717
8,4,28,13,31,27,4.085187196731567
12,3,31,13,29,23,4.06427001953125
29,14,8,7,34,29,4.787178993225098
13,12,30,13,26,21,3.412391185760498
17,1,1,1,20,18,2.4352381229400635
28,17,5,19,27,27,3.528825044631958
29,15,21,12,13,13,1.6622488498687744
26,31,20,18,19,17,2.413928985595703
17,0,9,31,49,34,7.222714185714722
16,8,2,25,41,30,7.228002071380615
3,29,23,1,50,39,6.65577507019043
12,12,0,13,15,13,1.9483599662780762
21,20,15,26,14,13,1.7877449989318848
22,31,5,24,32,27,4.442715883255005
7,27,10,26,22,16,3.3716862201690674
19,5,0,17,31,24,4.45028829574585
0,7,18,21,34,32,4.869874954223633
11,17,25,12,19,18,2.4618961811065674
10,20,19,6,23,22,2.956961154937744
26,27,21,21,13,11,1.636819839477539
21,18,2,27,30,22,3.869393825531006
2,10,29,18,35,35,4.617823123931885
30,19,1,29,43,35,5.689337730407715
21,30,5,19,29,26,3.676016092300415
3,29,15,13,28,26,3.6240320205688477
12,3,30,9,26,20,3.342042922973633
25,8,23,16,10,9,1.284869909286499
28,17,27,16,2,2,0.2452399730682373
11,27,7,14,21,21,2.7369120121002197
18,1,13,17,25,24,3.226344347000122
15,10,3,25,37,28,5.232254981994629
16,21,31,30,28,16,3.6308021545410156
24,31,9,31,15,13,1.8377017974853516
11,8,2,5,12,9,1.5177080631256104
6,31,0,15,32,24,4.62916111946106
3,22,2,28,7,5,0.8743879795074463
5,13,4,7,7,6,0.8786509037017822
7,0,25,16,34,30,4.544111967086792
28,4,18,1,13,8,1.6060168743133545
26,14,3,29,38,30,4.966029167175293
22,16,2,2,38,26,4.890782117843628
26,28,16,18,22,21,2.8043901920318604
22,14,17,15,6,6,0.752540111541748
15,22,2,24,17,13,2.12155818939209
23,9,21,8,3,3,0.39511775970458984
8,28,9,17,20,20,2.633164167404175
6,24,1,26,7,3,0.8377931118011475
28,7,2,9,32,27,4.1162638664245605
9,27,6,9,33,30,4.439987897872925
27,20,14,28,25,22,3.268941640853882
6,1,3,31,43,30,7.571335077285767
2,22,6,6,24,22,3.0988168716430664
8,15,23,31,31,25,4.001450061798096
10,5,0,13,18,13,2.321078062057495
26,9,3,29,43,35,5.674421072006226
28,31,10,11,38,36,4.988633155822754
12,5,11,29,29,26,3.924757957458496
3,5,21,1,26,19,3.2445812225341797
19,7,15,30,39,29,5.1627397537231445
7,24,18,23,14,14,1.8073809146881104
13,22,7,7,23,21,2.9813179969787598
4,3,12,14,19,17,2.4235379695892334
2,31,1,28,4,4,0.47327709197998047
19,3,23,23,26,25,3.3826699256896973
29,28,28,21,12,12,1.5151641368865967
19,20,6,27,20,18,2.568653106689453
4,16,10,24,14,14,1.7564339637756348
30,0,13,22,39,37,5.150429964065552
8,6,19,27,34,33,4.5476460456848145
25,14,7,8,28,26,3.6743340492248535
21,9,19,15,8,8,1.0292248725891113
30,14,6,31,41,36,5.332430124282837
4,5,23,19,35,34,4.566205263137817
26,16,7,17,24,23,3.1361563205718994
11,19,7,6,19,17,2.4612231254577637
9,1,18,28,42,34,5.628678321838379
21,20,9,1,33,26,4.342015027999878
9,13,9,19,8,8,1.013139009475708
29,18,21,16,10,10,1.265300989151001
19,19,4,20,22,22,2.854707956314087
27,31,6,0,56,45,7.503415107727051
20,21,16,0,29,21,3.7645881175994873
30,3,31,26,42,27,5.4330761432647705
16,12,3,31,34,24,4.425814151763916
15,23,31,13,28,25,3.6108760833740234
15,22,13,16,8,8,1.0195419788360596
28,22,23,16,11,11,1.3662841320037842
24,5,16,23,32,30,4.3246119022369385
10,10,3,31,40,25,5.6511101722717285
2,31,12,3,42,38,6.645838737487793
7,16,9,20,6,6,0.7654480934143066
16,22,12,27,9,8,1.1455907821655273
21,18,5,30,28,22,3.5903759002685547
2,3,21,25,41,39,5.36031174659729
27,31,8,21,29,27,3.802884101867676
2,5,17,1,23,17,2.8570218086242676
2,14,18,18,20,20,2.587162971496582
22,20,13,31,22,17,2.8044748306274414
11,10,29,8,22,19,2.883208990097046
24,24,10,8,30,30,3.9176928997039795
1,11,12,10,14,12,1.786388874053955
15,5,5,0,15,12,1.8610920906066895
1,31,11,21,24,22,3.056195020675659
12,28,4,29,11,8,1.412052869796753
15,30,15,23,13,11,1.639103889465332
28,1,17,14,24,23,3.054771900177002
19,31,23,6,35,33,4.649263143539429
5,2,20,18,31,29,4.065747976303101
29,5,16,21,37,33,4.946295976638794
15,31,17,7,36,32,4.806372880935669
29,16,11,19,23,23,2.9681460857391357
25,5,14,28,36,33,4.720429182052612
18,18,14,28,16,14,2.0236151218414307
28,9,9,13,25,25,3.360419273376465
16,22,3,30,21,13,2.6658499240875244
22,31,4,16,35,32,4.5658910274505615
21,12,21,18,8,6,1.0138709545135498
26,24,31,11,20,15,2.5080299377441406
7,9,18,29,37,29,5.021525621414185
0,4,9,29,44,30,5.864853858947754
11,17,17,24,13,12,1.7071192264556885
21,15,31,25,22,13,2.823965072631836
10,17,18,16,9,9,1.1461272239685059
1,26,0,13,26,20,4.064335107803345
1,5,22,31,47,42,6.200913190841675
20,1,30,9,22,17,2.782010793685913
14,1,16,17,22,21,2.8686070442199707
12,5,30,9,30,26,3.8897652626037598
14,4,8,7,9,8,1.1309490203857422
3,4,31,1,39,28,4.9215521812438965
24,14,21,1,18,14,2.3468589782714844
5,19,14,16,12,12,1.508413314819336
11,6,23,26,36,32,4.6920390129089355
5,25,8,5,27,24,3.4640302658081055
23,31,3,26,35,25,5.166061162948608
23,20,20,22,5,5,0.6419320106506348
16,6,27,7,12,11,1.5205638408660889
25,2,19,8,12,11,1.5342729091644287
7,6,1,6,8,4,0.9947030544281006
27,18,6,6,37,32,4.994358062744141
13,10,4,19,22,20,4.060107946395874
17,3,26,31,41,34,5.331707954406738
9,15,31,27,38,27,5.072268009185791
26,25,15,30,16,14,2.057651996612549
26,9,31,4,10,3,1.257127046585083
6,9,22,12,19,17,2.576575994491577
10,17,1,0,26,16,3.3758060932159424
13,26,5,1,37,30,4.834366798400879
1,28,25,10,46,41,5.9949729442596436
13,12,4,6,15,11,1.9021599292755127
17,25,9,15,18,18,2.338135004043579
18,15,21,18,6,6,0.7614288330078125
23,11,20,18,10,10,1.2579219341278076
12,5,26,9,24,24,3.1044981479644775
23,10,12,15,18,18,2.3198370933532715
5,6,20,26,35,34,4.559262990951538
9,19,20,3,27,26,3.5721850395202637
30,8,25,12,9,9,1.1225731372833252
0,28,12,10,30,27,3.7980799674987793
1,12,22,25,34,32,4.415564775466919
22,28,21,9,24,24,3.113664150238037
13,17,12,5,15,14,1.93125581741333
11,29,1,9,34,30,4.55687403678894
18,28,4,12,32,29,4.368091821670532
26,19,0,17,32,30,4.319439172744751
2,27,12,9,28,25,3.5739052295684814
13,26,18,30,9,7,1.1477670669555664
10,22,24,13,25,24,3.2934162616729736
24,14,22,21,9,9,1.1418917179107666
24,31,7,17,33,30,4.288225889205933
30,4,28,20,20,18,2.4955132007598877
9,15,23,4,27,23,3.526689052581787
12,29,24,2,43,35,5.707111835479736
0,14,30,14,36,32,4.740232944488525
22,28,30,22,22,13,3.084507942199707
28,1,14,27,42,39,5.575562000274658
16,25,24,0,39,29,5.117786884307861
7,27,6,9,25,23,3.2163188457489014
6,11,2,28,31,22,5.949146270751953
11,10,27,8,20,19,2.568650007247925
29,5,18,30,42,34,5.639806270599365
9,4,5,9,9,9,1.1495029926300049
14,24,9,16,13,13,1.6730637550354004
20,18,2,4,36,29,4.664407968521118
23,16,12,18,13,13,1.6667699813842773
5,26,26,28,33,24,4.268303871154785
11,4,15,22,32,31,4.274442911148071
27,2,14,4,17,15,2.1467599868774414
27,7,25,28,29,23,3.7513389587402344
29,21,8,15,29,29,3.7599198818206787
22,22,12,21,15,15,1.9901609420776367
7,0,10,13,18,15,2.2914586067199707
15,22,23,17,13,13,1.6543571949005127
31,12,19,20,24,21,3.0539138317108154
9,22,15,31,21,10,2.7244300842285156
29,6,20,7,10,10,1.2554192543029785
24,9,22,29,28,22,3.6411221027374268
20,18,6,11,23,22,2.990186929702759
5,3,24,24,46,40,6.098228931427002
6,26,5,1,32,26,4.1981470584869385
28,28,31,7,30,24,4.034063816070557
19,31,28,4,40,33,5.1842968463897705
19,3,11,30,39,34,5.221606969833374
9,4,28,15,30,27,3.9147109985351562
2,8,5,5,6,6,0.7515649795532227
27,31,25,14,23,21,2.896692991256714
24,28,28,17,15,15,1.8521058559417725
12,6,12,24,24,24,3.1400508880615234
