26,14,20,10,16,3,18,16,14.5,18,2.5934550762176514
22,11,19,9,17,3,20,15,10.0,11,1.8073878288269043
25,14,20,6,17,1,21,15,16.5,17,2.430675745010376
23,12,20,10,14,3,21,14,11.5,11,2.3372440338134766
26,14,22,10,18,0,18,15,13.5,17,2.4000890254974365
25,12,22,10,14,0,20,13,12.0,10,2.246858835220337
22,11,19,9,18,3,19,16,10.5,13,2.4916508197784424
23,14,20,7,14,0,19,16,16.5,12,2.7981672286987305
26,13,19,8,16,0,19,15,17.0,18,2.490219831466675
23,15,22,8,17,2,18,15,13.0,16,2.3956210613250732
24,11,23,7,17,0,22,16,16.0,15,2.916821002960205
23,14,22,8,17,0,18,13,11.5,14,1.960425853729248
24,12,22,7,14,2,21,16,14.0,15,2.728050947189331
23,14,23,10,14,0,20,16,13.0,12,2.546905755996704
23,15,20,6,18,1,18,16,15.5,17,2.3639941215515137
24,11,23,6,18,3,21,16,13.0,13,2.3856470584869385
24,15,21,10,17,2,19,14,12.0,13,1.9566869735717773
24,12,20,9,14,0,22,16,15.5,16,2.9461021423339844
22,12,19,10,16,0,22,16,15.5,14,3.2443459033966064
23,11,20,9,14,2,21,14,12.0,12,2.502912759780884
-----
24,31,12,21,8,28,14,23,16.5,16,2.8243050575256348
26,31,11,21,10,28,15,24,19.0,21,3.4908180236816406
26,31,13,19,6,26,16,23,23.0,25,3.8212621212005615
22,29,13,22,8,29,16,22,15.5,14,2.294178009033203
22,31,14,19,10,27,13,22,21.0,23,6.223881006240845
22,29,11,19,10,26,15,23,15.5,17,2.6064319610595703
25,31,12,19,8,29,16,23,19.5,17,3.0889217853546143
26,31,13,19,8,29,15,22,22.5,25,3.9120378494262695
22,29,12,19,8,29,16,25,17.0,17,2.4830429553985596
26,31,13,19,9,28,15,22,21.5,24,3.9592971801757812
22,29,11,22,10,27,14,25,12.0,12,2.141774892807007
26,30,14,22,8,29,13,24,15.0,15,2.456892251968384
24,31,13,20,8,30,16,24,18.0,18,2.7234838008880615
26,31,11,19,8,30,14,24,22.5,27,4.094757318496704
22,31,11,23,8,29,15,23,18.0,16,2.8860669136047363
25,31,13,22,8,29,12,24,15.0,16,2.45820689201355
22,30,11,21,7,30,14,22,17.5,16,2.5800681114196777
22,29,11,21,8,29,15,21,17.0,16,2.470428943634033
23,30,12,20,10,27,12,22,15.0,13,2.5724329948425293
23,31,11,19,6,30,15,23,20.0,20,2.9902849197387695
23,31,11,20,10,30,16,24,17.5,17,2.8193609714508057
-----
1,2,8,0,17,4,23,30,23.5,33,4.568464040756226
0,4,6,1,16,4,23,31,24.5,34,4.788778781890869
0,3,7,1,16,4,22,28,22.5,31,4.225376129150391
2,1,7,2,18,4,25,28,20.5,30,4.0409040451049805
0,2,7,0,17,3,22,31,24.0,31,4.595043182373047
0,4,10,0,15,4,23,28,25.0,32,4.2311859130859375
0,2,10,0,15,5,25,29,25.0,32,4.470066785812378
2,1,6,0,18,4,23,31,21.5,32,4.448968887329102
1,0,9,0,19,3,22,31,22.5,29,4.365082263946533
0,1,9,0,18,4,22,29,22.5,29,4.110278129577637
0,3,7,0,19,4,21,29,20.5,26,3.6361517906188965
0,1,6,0,15,4,24,31,25.5,36,5.307231903076172
0,4,8,0,19,6,23,31,23.5,29,4.1161110401153564
0,3,7,0,15,5,22,31,24.5,31,4.585198879241943
0,0,7,0,18,3,22,30,22.0,30,4.3017189502716064
0,1,8,0,16,3,25,29,24.0,33,4.590306043624878
1,1,6,1,17,3,24,28,20.5,33,4.170665979385376
0,4,7,2,19,2,25,29,24.0,31,4.34129786491394
2,3,7,0,15,4,21,28,21.0,30,3.952428102493286
0,1,9,0,16,3,25,28,24.0,33,4.4284889698028564
0,1,6,0,18,3,21,31,21.0,29,4.092214584350586
-----
5,13,30,30,27,7,9,16,35.5,27,5.6248779296875
4,12,30,31,26,5,7,14,39.5,31,6.025014162063599
5,14,31,28,28,7,10,18,35.5,28,5.226103067398071
4,11,31,30,25,7,7,15,38.0,31,6.133349895477295
6,13,30,31,26,8,10,16,34.0,27,5.906437158584595
5,15,31,31,26,7,11,18,35.0,26,5.862323999404907
7,14,28,28,27,9,7,17,32.5,26,4.76072096824646
7,15,31,28,25,9,7,14,33.0,26,4.894912958145142
5,14,30,28,29,6,11,15,35.0,29,5.1509552001953125
4,14,31,30,27,9,10,16,34.5,27,5.518992900848389
3,13,31,29,28,9,8,18,39.5,29,6.0646679401397705
7,15,31,29,25,8,7,17,34.5,25,5.312713861465454
4,14,31,30,27,9,7,16,36.0,27,6.037400007247925
4,12,31,31,25,7,8,15,37.5,31,6.82471489906311
6,11,29,29,25,8,7,16,34.5,29,6.084005832672119
5,15,31,29,25,7,10,15,34.5,27,6.24567985534668
6,12,28,31,25,5,8,14,36.5,30,5.995148181915283
4,15,28,29,26,7,10,18,33.5,26,5.111037015914917
3,15,30,31,26,6,7,14,38.0,30,5.749348878860474
7,11,28,31,29,7,7,18,40.0,30,6.21865701675415
4,11,29,31,27,9,7,14,38.0,32,6.114245176315308
-----
27,5,16,1,9,12,1,30,27.5,23,6.121047019958496
28,6,14,0,8,13,0,31,31.0,24,6.329376935958862
27,7,18,0,8,10,1,31,30.0,25,8.79311990737915
27,7,17,3,7,12,0,31,28.0,25,9.101447105407715
26,3,14,1,7,11,1,31,29.0,29,8.890411853790283
26,6,17,2,11,11,3,30,22.0,18,4.221735239028931
29,4,14,0,10,13,0,30,24.0,22,3.5400891304016113
29,6,17,1,11,13,2,31,22.0,18,3.6492626667022705
29,6,17,0,7,12,2,29,29.0,27,6.112034797668457
26,3,17,2,7,11,1,31,27.0,25,8.35446286201477
29,5,17,2,10,13,2,31,21.5,18,3.3261759281158447
28,7,18,1,11,13,2,31,21.5,16,3.9066710472106934
28,4,17,0,9,10,2,31,30.5,25,6.94513201713562
25,6,15,0,10,10,3,30,27.5,24,5.35585618019104
25,7,16,0,10,13,0,31,22.0,16,4.135977029800415
27,7,15,0,9,13,0,29,29.0,24,6.938590049743652
29,5,14,3,10,12,1,31,33.5,29,6.83591103553772
29,5,14,2,11,14,0,29,25.0,24,3.565695285797119
29,5,18,0,10,14,2,31,21.5,19,3.51908016204834
26,5,16,0,7,10,3,31,27.0,28,5.241645097732544
29,7,18,0,8,13,0,30,28.5,23,6.694766044616699
-----
