12, 14, 30, 12, 24, 3.2348501682281494, 19
22, 9, 18, 10, 5, 0.6276381015777588, 5
29, 27, 10, 29, 25, 3.179334878921509, 21
10, 20, 28, 31, 37, 4.418390989303589, 17
20, 19, 12, 15, 14, 1.8357670307159424, 13
5, 24, 12, 28, 15, 1.8580009937286377, 10
14, 0, 29, 27, 52, 6.790284872055054, 34
22, 28, 20, 18, 12, 1.4252259731292725, 10
16, 21, 30, 31, 28, 3.3273427486419678, 13
24, 31, 8, 5, 44, 5.418431997299194, 27
